76 373
42 35 2786
19 39 7988
80 34 4605
17 76 1549
86 41 8142
40 19 6144
56 63 2512
37 30 4778
52 10 7713
17 92 7344
96 45 8136
18 22 3587
52 6 7141
64 62 339
58 50 8152
63 94 8704
29 38 3189
5 32 4057
74 3 3811
51 28 5884
36 96 5389
22 28 9511
56 58 3980
41 58 429
61 43 2461
50 6 1600
38 50 1196
39 79 4393
95 46 3672
76 46 6806
86 45 6784
44 26 7801
12 85 9253
75 72 4625
78 19 1737
53 11 7549
48 5 3380
42 86 9953
85 91 6002
60 23 6120
26 80 9547
5 2 4249
91 26 5610
73 42 4779
79 9 6245
37 74 3707
96 29 9056
18 83 7776
42 33 6305
32 87 4091
33 73 8664
18 89 2079
60 2 4090
88 68 4938
77 40 1851
33 5 199
54 87 2080
70 94 8514
43 70 8247
3 20 2183
43 64 8701
44 38 9508
3 14 7284
78 1 3154
40 17 6830
42 14 9335
32 25 8676
89 22 5664
55 20 6382
79 25 1028
26 94 8522
56 6 6150
85 70 4545
42 83 9821
20 24 163
52 72 4428
24 92 4574
19 6 4588
2 20 6035
44 75 2752
58 48 9582
10 28 4500
46 33 2467
93 33 9039
52 19 5725
28 8 3805
15 76 5490
62 36 5913
82 81 2607
50 3 5391
5 77 1235
20 59 3666
75 13 519
86 80 7789
54 80 2090
92 83 5739
19 73 7735
80 32 3245
7 60 4975
90 36 4996
5 92 8728
5 19 3548
3 13 6729
96 33 4438
79 19 846
51 25 4537
77 27 7682
50 43 457
35 62 3491
77 30 927
54 28 4547
49 42 7645
53 64 3368
5 59 6955
14 40 9003
36 12 7829
82 28 6924
54 12 9971
69 11 5047
29 9 8494
51 88 6941
93 87 238
24 49 1893
68 95 7374
66 31 8348
73 95 5382
73 89 3495
56 92 9845
27 1 9369
60 56 3237
95 21 3395
96 21 7643
31 17 837
67 89 9345
50 5 6143
53 30 3492
17 95 9797
12 19 4485
63 75 6634
16 67 1617
79 83 9881
39 96 3174
82 74 648
37 92 1003
47 64 4496
50 49 3312
39 90 8269
2 6 6791
92 13 4099
62 25 7654
9 70 8834
23 42 747
95 80 8570
8 85 3599
62 43 7787
8 52 490
11 47 9658
80 28 1237
3 10 5370
23 11 4188
8 51 5304
50 19 6124
37 76 7196
63 54 1052
64 93 4917
95 48 4187
26 75 9675
42 47 2460
94 68 9656
88 8 9413
46 35 5494
16 40 2107
52 69 9189
91 61 4819
29 1 2577
5 34 5953
79 88 2504
12 62 5340
75 77 5302
55 12 9996
91 51 4423
87 53 6065
52 8 3301
2 35 4818
8 57 7452
91 46 4482
61 55 7694
5 71 18
44 1 5860
81 86 1747
43 5 8190
95 35 4047
56 31 2864
24 31 9592
43 22 8854
23 79 645
45 73 7944
84 40 5730
32 84 5554
27 3 2175
24 66 3393
5 65 6851
15 53 5526
54 46 6739
55 81 2113
93 57 4661
83 56 9677
17 56 2155
38 82 9771
71 21 6159
15 59 7259
3 72 3260
17 51 7618
58 18 8664
36 70 6996
79 32 1607
44 22 8342
74 62 761
44 18 7572
22 75 8583
60 15 9238
78 84 1978
43 11 4536
30 50 1378
15 34 2396
46 88 534
79 23 6163
90 85 4067
14 46 6731
53 94 9872
90 7 9791
14 48 7801
49 9 3603
50 86 7590
89 11 8380
69 52 7177
72 48 2729
69 58 1117
86 5 5680
66 93 4720
2 14 5769
70 48 6801
25 61 4185
64 55 3344
85 60 683
70 47 55
36 90 2268
21 73 5765
58 33 2724
83 62 6957
29 33 2600
1 77 4139
6 41 5005
18 85 5474
77 21 8544
7 66 7331
92 22 7998
34 9 3917
94 92 8490
78 48 9480
47 59 6078
57 49 1621
10 20 118
80 24 9060
8 37 9156
40 62 4416
61 65 2428
92 6 704
14 78 8419
26 33 2051
69 24 2406
49 24 6556
83 33 1000
54 33 1148
92 14 5615
18 70 6093
67 30 3103
83 61 5648
34 12 5094
39 57 8911
44 45 5700
92 74 6941
49 25 2408
89 35 5932
45 14 3947
13 24 6765
75 41 1152
3 43 4126
45 26 8366
31 27 9762
50 93 1043
31 46 2351
12 20 8842
91 78 3660
78 51 5253
81 19 2419
29 87 3812
74 1 2765
72 36 3556
73 45 1729
34 81 4845
77 44 1474
93 12 6472
51 70 8233
51 56 9246
68 57 3550
6 14 3934
88 1 4331
93 18 4654
50 4 5894
32 62 4450
42 18 7017
78 389
31 63 2
31 62 8049
62 71 2378
71 63 5800
8 41 7673
43 9 4120
51 31 2689
60 74 2909
65 36 3115
11 25 8193
2 62 2194
34 17 9778
55 39 6758
18 56 7046
49 12 2348
70 39 3382
37 71 1945
70 34 8684
65 49 3061
49 44 7362
5 41 3935
3 48 6896
68 55 804
44 8 804
47 38 2007
71 14 4338
69 60 6654
55 30 6073
46 7 1210
61 16 5807
9 43 5448
25 53 3718
64 37 9674
29 11 9145
6 20 637
12 16 2587
59 28 7967
11 35 6268
67 64 7576
54 14 4029
20 10 3273
39 56 1811
77 18 1910
60 58 3788
57 8 7563
3 59 1805
55 67 780
37 56 4893
6 46 4933
36 59 1648
8 54 8948
19 16 8819
44 12 4381
24 40 646
49 29 4483
1 75 856
43 45 6470
32 38 3748
71 16 9496
68 35 4034
57 78 8373
42 71 2254
4 31 6699
12 37 9645
54 35 9503
30 12 2405
30 19 7952
2 47 6614
34 63 2720
72 62 2115
3 66 6929
6 13 1709
61 18 1031
17 31 4221
10 73 1366
67 73 3975
31 29 459
34 48 2255
26 74 6860
9 74 2545
13 9 5119
22 57 2215
66 35 6057
11 38 6930
43 11 1383
74 72 8175
29 56 7814
5 77 8032
37 40 9015
62 25 8218
71 49 135
29 74 8889
37 53 8472
31 10 7325
78 50 1953
67 40 4992
8 53 4004
24 77 6883
47 11 274
23 47 6849
36 52 5774
35 72 9874
32 27 993
10 32 218
19 9 4861
26 18 8207
34 31 3517
48 17 9406
60 68 1404
63 44 7396
76 11 1497
23 49 6101
11 45 4649
51 54 7089
30 69 9347
42 22 1632
67 58 8959
5 68 260
6 10 8212
35 10 4636
18 24 3728
31 25 8991
67 48 6149
52 42 3973
37 75 2509
29 8 6798
75 22 4364
51 12 638
26 17 4137
25 57 7191
59 4 9453
13 77 2699
68 73 774
26 16 9038
35 9 257
68 13 4307
55 6 4731
8 39 6548
47 32 5003
11 43 1227
11 34 1874
67 3 4160
61 52 7784
23 67 1411
73 40 6177
78 18 5011
14 42 1266
14 68 3884
69 30 6319
75 72 3215
37 52 4039
51 61 6974
17 37 4145
2 26 3471
23 40 2566
32 56 6550
64 65 2259
39 1 5645
25 17 974
23 51 3709
1 4 7046
8 40 9819
17 65 567
16 5 8412
28 40 7061
32 23 7420
3 76 1376
41 21 1401
28 65 9400
71 30 4271
23 59 943
9 3 8947
38 53 3496
44 56 1211
18 55 3587
61 9 410
6 37 6089
70 28 910
10 45 7690
46 41 3478
15 41 2547
14 72 9197
54 23 3387
9 10 7930
77 74 4286
8 35 3619
5 48 360
33 13 4235
5 52 8244
27 5 1099
63 59 7170
75 30 5296
17 52 6793
42 18 8073
12 35 9832
71 13 86
51 68 2673
59 42 8375
36 24 9773
50 70 8646
20 76 5440
57 28 9125
46 42 7918
60 63 6681
48 25 3544
53 13 5077
31 68 46
53 9 3452
69 23 8571
50 29 4891
76 62 4474
59 60 6441
72 40 4574
2 5 5981
78 25 6198
13 16 1315
43 31 3736
48 70 9302
76 55 2597
34 28 2684
27 57 5619
64 21 7989
10 34 7053
45 66 1283
38 40 6279
23 35 4829
4 13 7232
36 6 56
69 72 9862
49 72 2469
64 6 6053
24 23 6162
66 52 9015
50 14 6251
10 38 3243
45 15 8261
71 12 950
78 21 8044
34 25 3493
66 61 3319
64 7 5928
19 78 9736
77 76 2501
39 50 6498
33 50 3811
20 40 3368
20 1 7438
34 13 4868
40 22 364
52 32 1636
75 52 7225
18 15 2078
48 7 9989
14 56 9022
14 23 9049
67 78 4371
76 77 6628
38 33 1130
40 36 4677
28 25 8779
59 71 117
7 6 8224
69 42 4877
71 44 5040
30 55 9385
11 47 703
28 68 2017
66 54 6866
61 32 5726
50 11 2792
12 74 2513
23 48 7829
6 27 2
26 60 9059
71 56 6359
19 47 6816
74 47 8910
18 46 8685
35 68 929
66 14 3365
47 44 905
44 28 3080
61 17 7873
25 43 1045
65 41 5710
54 43 8160
38 66 1334
42 19 3941
57 48 6805
71 19 886
8 70 175
36 66 6301
15 45 3047
62 74 3681
38 78 2623
70 77 4499
49 17 335
74 19 5920
78 39 7018
33 66 3725
6 21 519
28 3 5377
3 27 662
8 2 8285
53 14 8811
67 75 5942
2 63 2632
45 17 8331
55 22 1192
64 3 2559
73 58 377
11 19 7244
42 37 1827
21 55 8065
39 14 5261
28 45 1249
53 24 1415
49 1 5536
66 56 6050
72 78 6793
30 37 1846
60 47 5065
40 57 254
34 9 3051
62 1 9500
31 20 9577
11 52 1893
51 72 3980
72 64 4240
32 44 3129
36 9 689
60 36 2465
37 35 7714
21 48 1356
72 57 8654
34 12 3325
68 9 4573
76 41 6514
43 28 1364
74 58 3730
50 74 3860
39 66 545
48 24 4906
37 38 7380
7 55 3473
48 37 7146
26 53 5391
34 36 8974
58 55 9966
66 17 4498
17 78 6463
27 50 9401
24 46 1745
42 12 3573
53 41 372
68 3 1325
38 52 680
61 77 2260
52 7 8203
33 25 8331
7 51 349
64 40 8159
32 42 398
36 38 980
4 22 5068
29 72 513
22 14 8439
64 58 3148
31 46 1162
68 37 9403
61 71 4254
15 68 2116
29 57 745
35 33 5720
9 13 2300
26 36 269
11 48 4521
32 9 5201
13 57 1279
2 20 8793
70 73 3373
33 5 3939
35 39 9860
67 31 9035
48 33 4946
16 4 5718
17 1 6760
1 47 2860
5 16 5864
37 44 8363
71 31
63 9 7
63 68 1745
68 9 1370
32 44 691
37 1 1647
5 60 3843
24 34 8456
68 58 6587
44 22 7148
59 54 1065
65 69 6782
68 4 9483
24 11 5567
56 28 3093
6 65 9664
21 41 4256
62 65 2167
29 32 5660
48 61 6972
62 18 2242
16 69 535
69 23 5125
27 6 1749
35 55 144
11 7 6287
45 17 8700
56 14 5765
37 30 6364
44 16 5858
23 2 4944
38 59 3195
57 2 5446
94 899
56 2 2
56 29 8999
29 72 2649
72 67 341
67 2 3816
70 32 4248
25 32 7811
93 58 5497
51 59 5493
18 83 6812
40 71 8556
89 22 4525
23 73 6018
19 6 367
52 35 6789
91 68 5920
19 42 7206
91 2 2957
76 16 6630
42 13 2430
57 53 9169
79 89 8135
31 42 7404
1 56 260
69 93 2641
38 27 1715
49 53 3394
39 46 8187
76 10 5089
48 90 9578
92 28 5302
5 42 5886
22 44 8361
23 16 2731
57 88 2390
47 3 6394
69 2 2435
45 31 8139
36 33 534
36 69 1607
34 37 5138
71 35 600
9 2 2017
13 66 5985
5 47 5804
69 30 7644
60 33 3228
17 81 349
65 3 3286
59 13 482
28 51 3164
48 36 2847
10 50 1587
82 40 3058
4 93 6285
36 77 3917
69 56 4648
82 84 3464
53 17 5975
20 14 9605
72 71 5621
26 1 5201
1 94 8363
44 68 3994
43 50 7989
32 34 5001
35 53 175
31 57 1472
70 89 1022
21 31 9298
52 66 4216
43 69 2596
1 30 9268
63 66 2982
7 54 5314
42 32 620
73 93 4392
58 23 6456
38 15 8874
21 4 7180
73 25 7909
44 58 8225
2 14 1147
51 17 4797
94 48 5932
71 28 3421
42 74 3967
28 62 2263
93 17 8004
43 33 3554
5 10 9189
17 26 3936
58 83 5397
25 61 8915
60 68 6382
10 39 8404
52 20 5775
35 17 878
45 28 7703
8 71 246
18 34 4627
4 14 2159
92 46 9331
65 30 6284
41 24 5077
47 18 1258
70 45 2651
7 94 5823
21 74 2778
38 50 89
2 5 5997
63 16 4358
3 76 9691
40 82 8954
80 24 6156
59 50 9251
18 60 1688
44 54 3044
4 17 5976
18 94 5816
4 49 5952
29 94 2943
48 38 1670
72 23 5616
16 14 5106
5 83 3698
37 28 9394
45 17 1408
77 55 9120
39 22 2486
79 67 8613
12 87 4200
64 68 7321
33 61 3360
3 88 4212
12 33 5830
12 75 316
4 60 6081
64 76 2800
87 27 2836
67 82 9754
4 79 7369
47 46 4131
16 26 3293
10 71 6218
87 3 4918
37 68 6928
46 43 3776
52 73 4053
90 12 6239
23 39 1456
76 15 3810
31 88 9604
54 18 1808
91 52 45
56 90 6696
9 59 5393
25 54 2773
44 9 9269
11 23 3765
38 2 6858
47 63 7125
1 76 5617
58 34 5208
42 25 5056
39 75 3581
35 47 7823
21 16 6869
40 83 4619
70 16 4805
88 68 9666
44 63 216
51 71 9203
7 11 6016
15 94 4873
62 7 3366
44 88 4709
67 18 9089
91 89 5720
1 92 2769
50 40 9168
37 1 7221
31 15 8629
63 61 2519
6 88 4430
6 72 9580
8 27 5794
89 59 7233
3 67 221
2 56 4681
41 54 9353
42 47 9855
67 80 3972
76 91 2583
15 55 9481
85 73 2315
78 93 9235
90 49 4310
39 87 5624
65 74 9153
20 42 664
50 34 3219
76 59 2329
89 43 5073
94 10 8015
84 7 3366
35 45 4622
24 63 6215
12 77 2179
25 12 8267
94 80 4011
90 22 6606
11 20 8552
57 20 6628
66 2 9826
8 51 5802
66 10 6010
78 28 4927
49 80 4141
60 22 5818
21 46 7804
94 37 9437
78 94 388
50 65 5858
10 17 8041
93 37 2716
47 81 570
79 54 7795
94 29 9115
81 92 6552
20 47 7646
39 84 2454
16 35 8428
77 82 8132
32 41 3314
41 86 2248
15 6 4228
25 18 1590
76 66 2736
31 14 4157
72 46 975
40 15 3257
9 77 9677
63 2 4013
31 29 1573
33 14 5076
20 58 506
19 52 1040
4 66 9435
73 22 8053
1 36 2273
24 94 5675
15 40 5779
72 50 4883
39 38 8195
89 20 1289
85 14 9103
20 89 1034
38 20 1583
66 14 8549
15 47 6696
80 81 219
69 1 5275
80 83 2373
64 62 3271
61 56 3116
90 52 1357
77 57 1737
34 72 9189
13 39 9378
27 73 1162
92 7 9528
73 31 103
2 1 1406
85 16 117
52 4 6007
49 69 2788
64 31 2535
54 28 9908
49 15 3223
76 83 8050
9 3 6494
16 27 6848
20 92 9971
45 87 2195
66 89 2110
71 93 2217
88 6 1701
26 89 7823
52 80 8092
10 15 2344
48 47 6322
33 80 2944
81 51 1746
88 93 9172
14 3 8371
7 41 1548
54 63 1488
55 75 5790
73 63 4768
39 93 6410
16 77 6877
94 88 6623
63 92 355
19 63 5025
87 39 5099
81 67 9971
93 43 5072
1 57 2321
90 23 5380
56 78 1442
59 94 4498
26 86 2955
50 8 6427
94 18 9800
7 36 9166
49 2 9560
3 19 9133
14 51 4987
50 6 4324
68 36 4311
82 22 8728
59 43 8060
38 85 1719
68 4 9434
58 57 2074
77 33 7792
2 27 1486
89 41 9673
19 76 6364
88 70 1416
64 21 4167
60 58 5223
6 39 1893
72 90 7520
29 44 6599
77 89 6456
76 7 8450
18 47 3945
43 65 6708
3 72 7554
78 1 4419
7 59 8641
22 84 5697
11 15 8036
70 69 956
61 86 2898
21 66 427
11 40 7517
19 50 7398
42 44 127
84 80 5236
63 88 1776
45 3 6023
36 89 1971
68 57 3080
67 58 389
63 33 2024
26 7 5463
14 34 5205
4 94 5834
50 71 5281
35 89 4339
34 6 9164
64 13 4007
46 71 9733
18 93 64
42 2 1830
62 50 753
58 49 4434
20 83 3114
88 31 3776
77 66 7657
43 54 3135
83 77 2675
21 43 7305
51 86 3446
22 17 8219
6 40 6357
3 75 4086
39 58 4185
8 92 8996
44 75 2967
12 83 4522
38 76 9293
70 57 8509
24 79 4084
62 42 1871
77 39 2027
89 64 1588
54 65 878
14 67 1963
58 55 2189
70 29 3076
22 48 1597
29 78 6264
25 2 9587
88 22 3093
58 84 2661
21 60 9560
89 60 1635
19 28 7952
45 7 9707
32 48 4516
43 81 5914
64 50 4188
91 24 8680
7 22 9310
48 21 9289
10 46 2797
28 65 4033
33 42 2935
65 93 6236
57 35 3188
74 14 3215
4 44 6944
31 73 6203
14 66 1935
74 58 5188
37 46 5224
77 1 3906
40 6 4939
32 81 9710
64 10 5931
77 27 6161
50 5 1641
88 80 7050
55 38 2938
39 70 299
74 69 7017
11 38 4066
64 7 5532
20 86 4863
4 83 537
90 60 216
94 57 9943
82 58 4292
26 47 3695
94 85 6584
30 56 8778
37 6 4130
25 60 8616
74 71 8765
58 78 3055
73 85 8169
36 2 9580
93 61 1288
66 8 5894
90 40 7776
69 68 3080
87 51 4240
3 13 2486
33 90 4112
74 46 7312
62 74 6535
64 14 2613
52 42 7945
57 70 8724
43 84 8065
18 31 1837
81 43 7071
21 42 4266
24 85 2042
82 39 6704
67 22 2769
3 6 2210
92 45 2149
57 40 6065
66 64 3768
52 61 4828
59 17 1870
59 3 8480
32 16 5803
83 73 5186
85 83 5261
50 4 1432
28 46 3826
90 7 7285
29 41 6188
15 56 5033
54 47 5278
