15
4 4
56 1 221
14 9 311
39 9 87
44 22 143
29 38 486
42 5 460
56 15 462
54 50 545
12 11 100
47 33 380
10 26 79
14 29 237
49 292
45 10 194
22 29 369
32 44 197
8 29 452
13 37 375
24 1 498
17 26 251
5 7 120
6 16 40
15 29 388
22 47 207
39 47 73
20 6 116
17 44 54
27 10 508
12 38 196
4 10 544
41 26 64
33 15 502
41 33 513
11 46 56
6 3 454
10 20 249
14 13 201
48 16 15
41 11 543
11 2 121
22 31 316
6 32 459
5 18 175
33 1 65
28 11 64
18 8 180
27 33 263
17 26 68
24 12 395
15 19 139
29 6 226
40 33 401
17 30 297
30 14 225
48 32 480
38 23 235
10 8 379
30 18 253
1 14 28
12 23 165
24 14 336
10 28 332
47 39 33
1 46 320
40 46 167
23 5 412
41 23 497
29 31 41
36 38 530
37 39 208
37 6 353
5 1 57
13 3 448
23 4 217
5 8 300
46 10 467
7 27 305
9 27 458
49 40 322
49 14 212
6 3 184
15 10 394
20 23 381
21 3 59
21 12 494
18 8 100
27 47 26
2 22 20
21 45 111
13 10 249
31 39 383
27 10 105
27 28 93
33 21 496
5 15 231
39 24 222
22 10 195
31 49 503
31 32 227
33 7 467
24 36 220
28 13 210
35 36 500
41 39 325
30 18 511
13 31 296
43 35 89
27 33 24
45 15 318
16 8 168
44 45 57
33 23 297
7 23 471
43 11 326
5 8 439
38 40 406
33 14 543
15 16 19
28 23 320
24 8 244
5 16 182
18 27 71
7 19 146
21 24 193
23 17 37
21 43 369
20 36 98
7 10 80
15 19 368
39 45 383
26 43 255
20 45 469
12 37 61
18 17 297
44 17 32
13 40 386
46 13 261
25 22 65
22 28 422
26 41 294
27 34 213
7 2 38
29 30 259
16 18 477
12 5 508
41 25 95
5 33 301
44 30 12
40 49 175
35 27 84
21 29 488
21 15 395
18 40 25
45 41 280
13 12 177
17 1 32
13 43 192
22 9 148
17 24 325
43 23 24
11 47 17
32 31 299
35 33 214
16 36 24
49 40 10
18 26 72
45 6 19
39 3 83
20 2 358
21 32 148
41 11 195
20 2 449
25 26 223
49 6 158
19 37 399
21 49 412
41 33 518
39 23 38
32 13 198
48 38 296
37 6 22
9 16 243
8 32 288
31 13 69
43 27 109
32 14 360
30 11 220
4 12 221
13 34 292
27 16 492
43 16 73
5 24 203
16 49 315
12 44 530
13 2 402
8 4 395
32 31 124
25 18 44
43 39 387
20 43 254
49 33 304
27 36 229
6 37 90
34 42 228
11 21 495
13 21 293
17 40 534
43 12 247
5 17 221
29 16 70
31 15 123
10 37 540
5 38 421
4 33 371
21 17 529
28 45 274
27 22 249
36 22 531
12 38 61
39 45 417
16 10 185
41 35 95
41 20 188
4 42 141
13 14 132
24 20 47
8 13 326
24 27 341
14 20 68
37 13 488
6 48 532
37 6 379
36 41 457
10 20 411
21 32 229
37 20 205
9 8 375
44 20 404
3 31 187
26 2 482
43 40 72
22 31 478
18 32 369
1 17 426
24 3 324
46 8 226
31 4 538
25 30 52
49 28 187
9 10 104
19 44 260
3 32 469
25 24 164
2 7 76
46 45 533
34 9 237
31 24 381
11 48 527
49 25 239
38 9 407
31 17 524
18 30 267
11 40 95
37 26 190
30 49 231
44 43 481
6 38 126
21 43 498
15 44 261
34 7 435
5 42 21
34 43 101
13 23 322
43 32 423
25 38 81
4 27 158
45 49 102
28 33 37
14 4 468
22 35 514
47 30 163
45 37 202
33 23 262
43 25 232
11 21 196
40 26 52
30 11 482
33 42 280
48 28 385
6 12 506
29 19 94
29 24 339
28 25 477
48 16 505
33 27 356
41 44 450
22 32 345
31 19 509
25 3 164
34 36 138
30 31 430
8 1 372
16 43 539
49 19 218
14 25 344
33 347
5 14 407
30 7 417
28 33 246
5 11 318
2 8 137
6 14 280
29 7 267
21 14 455
22 4 173
16 20 73
17 14 408
21 30 189
27 18 481
24 6 514
15 5 156
11 5 198
33 27 311
33 15 149
22 26 463
31 29 327
2 11 50
2 24 46
32 31 486
7 25 4
22 4 173
22 19 191
32 2 130
2 3 191
3 25 405
33 24 421
4 31 300
29 7 342
19 6 4
7 13 204
9 24 317
26 13 256
3 8 481
16 25 352
30 8 361
26 1 281
15 1 5
9 13 535
13 18 426
21 23 106
19 9 3
5 27 440
24 9 135
19 18 12
14 6 405
21 26 520
12 32 275
16 32 207
24 27 169
12 17 185
2 32 56
20 30 374
3 8 359
1 26 271
31 2 539
2 6 352
11 27 116
1 31 5
18 9 51
10 26 379
14 25 485
26 25 22
19 7 223
9 15 467
23 32 31
2 28 169
20 26 44
17 1 496
27 7 338
23 32 364
32 7 231
29 17 373
17 15 50
2 18 245
14 2 181
4 17 537
33 13 306
7 5 257
25 4 288
8 19 163
5 32 194
6 28 306
5 25 212
28 19 216
3 11 430
25 23 289
28 26 162
26 12 198
33 30 453
10 6 132
5 9 321
8 32 423
9 15 506
24 8 75
2 17 429
9 19 189
24 5 442
24 8 270
31 12 202
33 11 384
30 24 494
17 2 245
26 15 352
22 14 344
7 12 151
28 27 495
22 12 228
9 12 42
8 26 160
3 5 261
25 19 68
12 27 147
27 19 344
26 9 471
14 13 319
5 2 248
24 3 102
13 21 77
23 13 293
2 3 495
2 13 485
24 8 92
17 12 173
11 30 191
33 6 75
18 17 75
5 16 170
12 5 505
33 32 110
13 19 404
8 16 291
22 16 271
32 10 468
10 11 61
11 9 169
15 14 251
25 23 260
7 4 64
30 20 511
3 17 412
25 27 4
11 22 271
13 18 105
27 26 335
14 19 514
18 2 115
23 24 431
23 19 21
20 32 273
15 19 512
32 4 284
8 32 263
8 30 193
8 12 82
1 6 5
9 18 45
8 23 458
3 13 427
30 28 336
33 17 250
10 26 113
1 26 366
8 25 60
32 3 412
12 10 318
32 31 416
29 21 29
8 7 197
10 11 305
15 22 302
26 29 494
28 12 201
6 1 85
32 9 144
32 21 153
22 20 33
2 16 450
26 13 102
12 14 296
9 21 41
14 8 525
9 8 46
15 28 234
25 9 164
14 26 495
7 15 377
2 17 482
4 2 29
20 12 474
18 20 156
1 4 234
2 19 25
18 17 213
19 2 105
16 2 220
20 12 178
6 21 99
14 1 286
33 24 180
32 22 40
21 17 107
20 9 270
20 21 87
1 22 249
31 7 423
17 19 519
20 12 178
21 11 435
25 10 19
31 14 231
30 25 536
21 14 124
22 9 157
2 11 319
19 2 494
33 11 515
2 21 239
2 13 328
29 6 351
22 7 419
9 5 64
19 31 101
19 16 86
29 27 232
13 8 501
9 2 40
5 25 25
25 17 485
24 20 137
11 31 170
17 3 101
22 5 188
18 11 132
19 17 44
4 24 69
31 2 282
27 15 306
14 22 41
15 26 167
15 25 194
13 6 321
16 29 53
18 19 108
2 10 515
21 14 432
10 8 399
2 31 379
17 10 545
31 29 255
6 15 485
15 6 332
2 5 101
30 1 79
2 28 107
17 11 542
27 18 522
17 30 372
28 20 296
3 14 363
7 2 141
11 21 70
13 27 36
32 22 328
14 7 236
15 24 389
26 23 3
2 9 483
1 16 341
11 33 88
11 10 52
1 3 463
15 13 116
1 18 434
21 31 109
11 12 115
27 15 548
19 30 169
16 13 454
28 19 474
5 29 394
11 27 470
22 1 241
23 9 153
7 29 45
17 5 546
16 1 220
2 25 18
23 14 342
5 4 329
13 7 41
28 5 213
33 11 34
1 9 526
13 1 196
4 25 216
26 5 496
12 15 86
5 22 233
18 31 397
29 20 185
14 16 379
10 19 502
15 5 440
2 19 367
27 10 514
11 21 413
14 5 538
31 8 264
19 27 533
5 31 185
7 15 502
5 14 96
16 6 131
12 7 188
32 8 406
8 2 97
6 5 469
30 18 128
9 2 461
32 13 259
33 1 212
11 24 111
26 27 179
3 10 169
4 2 83
20 10 264
23 22 312
28 1 331
21 26 114
12 19 378
6 9 55
33 26 253
29 27 507
21 3 482
26 3 328
30 32 489
17 32 476
17 31 317
20 7 231
33 22 492
1 17 96
23 7 336
21 29 135
1589 2277
1413 1543 134
607 318 536
276 907 293
1352 153 424
718 577 794
559 1204 262
1326 1033 361
1203 885 167
555 824 164
675 63 647
829 1233 631
556 1155 295
84 301 361
1166 1413 365
32 1395 783
965 230 956
1375 38 865
244 1376 418
716 1151 440
1378 471 552
1385 473 592
775 253 617
40 850 484
262 252 655
1543 1376 495
104 251 570
83 1125 827
775 1079 566
377 129 887
794 1068 575
19 1313 693
327 282 855
1146 3 521
210 1315 103
1366 598 578
1558 8 167
1089 10 674
1110 991 523
1065 1110 818
1057 43 61
518 82 543
665 1476 689
881 1530 957
799 834 437
932 1279 751
1387 913 71
1486 758 417
1517 12 780
737 738 731
155 1429 332
850 165 652
1108 682 373
904 362 148
866 486 490
1552 706 604
404 134 168
767 1387 833
427 459 18
1088 411 308
926 1349 184
67 1084 153
911 722 230
1150 474 577
562 5 608
1407 1507 375
300 379 742
700 1586 683
1565 484 81
690 1077 53
1356 436 679
942 826 751
1444 328 404
68 428 747
356 956 206
1370 750 820
358 238 437
922 2 391
539 333 483
1457 1266 649
1087 810 316
925 894 716
174 1415 208
634 1064 533
288 1299 277
1556 1459 686
249 1532 830
107 1316 774
58 418 369
1140 1402 155
12 178 100
760 993 627
737 1342 88
287 442 279
928 1315 902
53 1546 840
698 880 957
1284 937 715
582 1533 197
1556 1547 11
128 236 332
857 634 512
406 1491 295
1076 599 426
671 500 649
1416 1576 962
303 1426 156
1137 97 734
484 161 10
368 114 984
1378 612 415
816 58 495
1333 779 124
499 1341 808
463 315 822
764 417 125
663 126 661
52 834 345
624 1168 225
506 1197 493
1162 1294 608
123 1411 614
878 259 317
1227 324 182
1253 1307 679
468 397 662
373 224 803
508 268 209
1115 137 111
1118 491 607
20 1351 687
1441 822 807
204 534 299
1377 201 41
190 806 345
838 1094 790
1125 1532 964
1068 552 414
100 1130 992
471 359 889
1118 567 232
1475 1508 785
1196 364 783
1126 689 733
38 48 215
1354 1451 603
75 1254 137
801 45 694
1294 1068 543
176 435 242
87 1364 190
280 344 86
1127 1508 121
132 562 76
1221 889 886
197 11 74
8 754 921
907 1018 165
856 682 895
1100 1170 122
303 558 738
43 26 565
1266 199 279
1487 1373 243
84 538 912
765 811 314
791 1373 211
63 80 914
1449 1410 587
733 184 179
869 242 181
1573 793 667
1504 574 37
1097 526 49
1574 702 842
35 696 342
350 103 902
608 833 767
418 559 780
821 1373 240
377 1406 513
329 1356 98
778 1385 402
47 654 663
304 1353 46
435 1520 591
241 758 649
1266 218 553
1570 493 713
499 202 254
458 1037 347
1558 29 763
834 22 538
1427 1491 608
141 211 317
499 693 226
163 1512 274
1155 663 379
471 905 964
1085 638 421
1297 724 887
1043 665 876
1347 200 59
773 33 322
1257 170 926
622 962 244
688 147 961
244 615 12
193 607 543
621 403 99
579 205 994
375 467 155
1097 1148 223
474 1267 900
947 210 477
615 123 589
1416 325 888
919 637 115
1257 1282 631
970 1223 206
1260 819 61
19 520 672
869 6 950
115 851 378
432 799 342
247 935 833
453 887 4
1042 1086 559
96 397 616
1118 139 67
702 758 508
877 807 570
1087 1424 625
1460 1182 49
969 1315 741
1453 162 398
902 934 170
913 38 90
645 1091 828
660 96 767
654 803 868
917 1301 355
1429 1531 776
657 1057 811
1573 150 674
1121 734 360
660 610 316
1327 28 820
1329 1239 141
1449 1467 246
467 1418 464
1224 1156 245
933 274 120
457 98 483
989 621 995
1431 307 191
147 512 917
378 1000 844
495 967 113
767 990 675
1102 886 191
303 788 845
237 255 841
225 1105 334
1008 644 187
200 605 385
1562 1095 613
1082 465 887
1363 57 555
1433 1121 387
1039 341 786
1533 113 635
1161 331 237
1184 973 793
1187 1066 759
830 966 991
1373 1312 748
265 330 260
1365 1131 939
177 1128 269
1352 1525 240
1235 1220 671
344 1126 176
253 505 750
636 1367 429
953 396 950
627 504 259
809 1204 198
1228 117 907
1376 495 302
243 1031 451
1355 165 860
1245 1526 143
962 296 747
1362 333 412
1078 342 54
1092 1217 467
287 987 502
394 163 281
912 770 767
402 1122 390
404 675 571
444 1474 49
789 1321 711
1492 1193 599
1264 1191 171
1118 441 829
1311 85 305
843 1086 874
184 361 842
327 1358 564
693 496 956
1497 362 987
281 1393 440
783 84 180
1217 1488 252
989 38 773
672 1427 397
216 162 291
1179 1376 68
1110 243 234
1349 173 295
628 1198 738
355 462 176
1353 569 787
589 137 726
1264 569 403
1486 1433 431
1149 649 200
529 748 196
566 548 527
189 623 441
659 794 220
323 284 436
256 1302 316
1543 513 899
1376 1263 541
454 316 104
1441 276 332
921 1314 976
804 1136 41
1422 606 9
1201 400 312
155 189 599
628 317 229
499 36 227
467 1274 186
1387 1363 674
232 975 571
994 154 495
1149 1100 476
409 31 626
1149 20 85
432 847 313
451 1477 187
1193 708 307
1472 1217 9
1565 1000 981
245 231 152
1278 343 506
718 297 984
1534 1151 570
206 148 712
831 589 50
1359 1520 803
23 677 848
992 829 197
953 734 905
692 1213 62
994 939 219
1086 998 26
1053 726 718
1264 1283 287
265 941 125
999 673 707
556 854 803
215 404 103
262 1146 90
1117 43 201
985 258 763
1468 1354 402
75 39 649
1267 1092 329
125 289 430
665 1205 638
354 1113 855
1133 10 177
1365 213 548
944 630 920
137 373 293
1401 1410 93
809 357 554
1583 379 792
1372 858 482
855 708 797
882 187 463
1350 1529 710
1376 372 766
1565 1323 776
1286 760 323
712 349 831
252 1460 536
1130 964 674
889 683 692
959 1401 889
1111 387 377
426 682 910
1091 1263 863
1352 416 87
358 1496 669
207 214 692
910 125 560
166 936 249
31 475 968
1565 868 714
740 1548 69
1340 638 411
666 1501 991
403 1487 462
1199 1348 513
1148 956 678
1544 1325 814
1002 237 538
1351 665 998
488 1578 577
780 409 89
475 194 308
1004 721 922
714 1473 380
1510 199 911
277 877 991
19 646 636
692 453 257
43 918 746
126 1044 379
635 520 635
207 276 705
131 509 437
403 1381 774
729 1143 118
884 786 36
100 828 74
1307 1349 326
648 1565 212
802 513 611
1052 378 811
202 258 998
1212 83 845
874 570 817
566 182 663
1227 537 679
245 277 810
36 973 583
391 238 758
1446 433 432
1168 587 755
704 1563 542
274 452 287
1522 538 631
1013 854 15
933 1179 250
962 495 617
623 1521 740
1029 13 538
434 237 636
432 1050 22
1330 923 991
935 157 977
1562 463 859
777 1030 557
618 616 906
341 454 357
1298 322 695
461 1551 435
939 114 971
556 304 403
1186 725 947
546 29 828
1172 464 381
36 511 5
343 1009 743
779 50 997
623 1093 529
1054 1478 32
680 1483 952
60 1052 651
757 264 938
1519 830 420
195 626 831
292 244 846
27 1126 122
1156 51 990
1296 44 128
9 288 792
710 683 590
1404 803 276
271 113 164
419 147 768
136 786 92
1553 207 876
784 1429 314
476 1046 415
260 140 659
529 199 915
451 151 812
1530 743 41
1023 1130 203
134 357 93
1012 1534 570
755 870 465
456 1150 245
458 308 894
79 1501 105
1091 1329 266
1226 878 246
2 43 169
1147 287 905
888 649 722
745 1421 446
267 32 883
1387 1457 406
885 1521 245
1212 128 478
538 113 441
414 1487 913
1220 440 918
623 1076 631
512 691 256
1385 152 740
184 1574 246
268 620 579
507 152 400
1517 375 749
934 591 763
266 1000 107
455 883 170
877 159 740
70 899 586
632 917 341
318 1185 305
1287 1584 588
28 1334 953
74 1066 754
202 1252 775
1478 1008 671
1385 1221 471
1467 435 683
764 281 598
1439 554 174
1139 225 520
1082 884 239
1149 910 798
1190 354 459
1248 604 867
479 840 446
175 811 359
1206 161 86
1313 275 226
1101 1029 174
1437 993 874
1008 813 396
1522 991 128
677 714 888
165 282 270
1037 788 622
504 475 699
990 1342 784
139 1277 777
1216 468 875
1578 1429 566
1529 1486 393
1089 382 269
23 954 37
797 893 630
838 203 848
1506 868 260
96 1567 129
421 1537 138
536 1414 997
1192 780 9
1269 1394 454
845 1523 95
1432 1362 346
1049 1321 178
1412 1515 514
762 1052 832
443 1181 475
1421 802 167
564 193 302
223 80 139
1532 1206 289
1113 976 147
107 865 570
1137 1533 165
701 451 633
517 1096 552
955 304 413
1055 499 308
987 1468 158
168 1066 76
940 1278 918
461 833 465
1008 634 491
1125 543 308
1191 227 11
851 250 273
633 1156 275
350 1142 653
908 401 162
581 520 231
1386 626 259
59 811 862
550 723 125
29 1316 642
567 715 818
1011 848 218
408 1131 181
228 1357 413
394 123 230
368 1430 148
1548 1287 171
598 618 420
342 377 586
719 1518 803
882 1460 922
307 834 810
516 1338 191
1235 545 11
309 467 104
358 798 296
853 873 557
1193 1464 828
799 1588 647
486 1026 861
535 31 732
801 193 794
1265 315 734
655 1155 317
174 340 681
1188 791 153
1405 1142 786
1419 1386 677
1559 800 617
754 896 167
458 757 998
876 1240 535
102 1552 733
157 140 181
1130 656 902
419 259 823
255 1524 14
1082 1482 273
576 633 827
1423 138 674
984 309 881
1411 733 120
1386 304 496
389 1353 914
1176 521 888
1451 563 647
30 1347 985
674 1066 987
1105 193 291
868 173 576
781 1082 51
875 1363 350
1039 850 921
1575 1272 154
1408 688 873
1391 494 778
102 719 758
804 529 527
623 1525 7
456 1527 569
957 1101 714
1092 198 751
1067 315 639
835 331 227
581 1051 618
1064 107 954
917 812 412
1349 893 558
649 1007 222
1095 1172 243
721 1131 976
204 1257 552
389 885 541
1192 1024 871
1089 380 593
1429 902 698
99 1096 169
143 61 384
757 546 893
1539 287 460
397 33 607
950 495 504
633 557 125
600 518 125
228 43 667
749 1530 826
626 790 170
1396 1116 643
499 1417 38
657 527 245
1111 739 898
890 31 962
1451 611 902
1033 247 444
1009 208 237
1150 613 524
56 1236 33
441 421 706
670 1297 361
602 992 648
1237 1250 377
1006 871 590
1193 1272 804
618 499 399
197 1173 456
520 1419 429
1101 1562 962
371 1531 706
957 1509 233
708 639 289
437 169 811
1010 1526 284
784 753 470
499 302 947
71 396 535
1471 845 981
350 856 171
238 978 347
689 1044 572
293 151 144
1314 995 58
490 117 381
1325 523 252
497 1517 978
726 343 284
1271 1410 796
366 645 35
431 1427 495
726 99 792
437 979 488
1326 781 494
1137 687 191
1440 1390 559
190 926 544
1053 1472 741
442 897 167
218 1112 385
20 1017 79
594 51 819
278 838 835
1022 1527 124
387 51 41
1159 1573 715
824 157 375
752 894 586
614 1378 316
578 1170 615
842 367 450
67 161 257
1587 419 678
900 60 398
970 683 506
1007 1100 267
1507 752 466
915 479 167
1417 558 870
1480 1498 238
437 664 104
19 1104 567
1411 210 389
329 1003 675
1518 1580 59
1247 445 851
1357 284 694
503 306 53
1560 1175 575
1044 568 160
308 316 227
707 240 607
1335 1554 423
917 1368 853
1134 336 796
1080 1189 444
960 776 560
1081 1135 903
97 477 789
229 238 482
859 45 185
1544 1324 888
1371 1382 686
600 110 220
699 702 65
1551 1202 136
426 721 959
497 1490 211
981 509 5
665 344 921
1437 1538 287
1213 400 436
607 202 48
441 840 687
508 1307 234
184 1569 944
1146 185 187
532 1025 627
1442 850 505
882 530 995
776 35 22
1273 474 624
495 926 721
1489 1432 299
97 1102 747
815 1527 147
1399 280 594
844 1343 436
114 1295 187
572 249 911
1446 925 801
1559 408 105
1471 200 344
1435 998 894
910 1219 363
1436 247 808
1221 1379 836
929 1134 104
585 681 759
1314 542 330
1578 1017 882
1281 41 639
278 694 942
792 919 443
1384 1450 96
308 899 129
1233 492 860
145 248 217
1555 153 691
916 288 869
1511 754 888
143 1007 205
547 989 46
1019 1467 478
1371 364 854
952 673 262
376 1474 870
1554 1486 494
28 513 377
435 459 674
836 1435 968
1356 1002 99
223 977 648
1074 878 432
1297 1505 608
386 899 286
668 184 901
1012 1138 158
855 359 658
102 406 926
837 484 987
363 1343 396
1579 96 401
938 388 27
649 217 523
1430 869 756
1494 1116 416
505 364 888
1567 585 930
526 90 423
786 983 82
109 982 569
516 76 737
1418 1044 693
530 1040 309
1272 1437 439
886 184 527
1579 410 627
748 534 22
1232 1440 127
376 683 358
1143 995 456
624 1244 88
1167 161 307
1239 1140 343
267 1195 850
681 888 848
1223 574 928
1297 1356 360
1034 620 509
1028 160 359
1270 1058 760
1584 1326 864
1059 1457 773
396 39 578
354 1442 170
843 1402 985
651 1039 373
1023 661 656
136 1237 124
215 1421 174
529 1424 25
922 40 732
1055 1478 69
1491 91 950
33 237 251
760 1170 657
197 311 377
560 903 445
980 645 245
1576 771 705
477 1409 175
611 1119 32
1573 1241 488
33 636 949
1431 164 58
1471 629 198
281 1230 67
102 707 636
258 521 766
621 434 559
87 1390 174
1361 1407 753
509 1048 486
1196 1145 872
131 1420 597
1246 1501 612
1078 958 842
1129 361 134
938 1203 681
892 1096 738
345 79 160
1441 809 881
474 1078 646
792 843 748
588 276 875
1236 1032 125
848 1479 799
760 818 590
406 801 170
1515 735 828
121 1570 255
381 798 160
518 1034 790
239 1386 777
1012 66 543
60 1289 525
1237 679 810
1299 510 762
1503 492 177
964 288 501
616 408 704
695 1377 328
719 1490 968
49 382 551
985 1538 180
431 430 888
95 39 706
576 446 222
912 556 907
1231 851 636
1112 783 470
927 389 879
1471 54 250
1559 1516 554
801 1468 954
929 706 840
1339 1324 882
262 516 69
1329 1257 653
29 830 849
605 500 209
706 676 598
1363 947 45
590 123 867
911 503 991
686 123 8
1503 1256 196
748 1561 240
1302 64 698
1347 1322 478
1117 1064 967
1059 138 768
999 611 222
760 905 189
1123 1496 37
1534 45 399
640 294 987
1019 229 796
1396 413 331
434 339 924
1410 571 773
1088 455 537
1554 1278 145
98 1018 496
1181 1559 346
1408 1431 199
938 953 341
880 757 879
1217 892 860
978 1259 807
443 569 978
242 671 281
378 813 73
59 1380 57
912 892 579
1570 1391 189
1414 1229 637
1306 219 320
678 679 544
495 1306 398
1193 1110 488
1094 113 491
1039 1256 439
402 1135 627
1047 576 266
1092 1380 871
421 583 612
186 1341 179
709 46 141
39 1273 716
668 1093 825
1555 1503 291
118 1144 56
299 1099 871
706 913 308
1077 857 243
515 1147 902
961 850 373
175 1006 218
192 1105 74
125 1468 215
541 416 203
755 1397 209
511 350 627
254 1312 676
567 1037 47
25 1124 226
728 1427 934
1220 30 876
353 973 770
489 591 427
1369 1390 727
1061 987 622
1300 898 575
307 843 735
1518 303 7
714 837 832
306 31 528
833 998 496
195 1125 264
460 120 955
511 675 598
927 404 192
1158 1170 580
1440 930 619
35 783 434
1041 462 183
1021 518 732
1386 1010 124
1452 1504 789
1050 989 692
16 1264 51
147 51 671
1495 145 982
492 744 55
656 1279 216
1537 1039 684
720 1418 953
719 417 572
558 465 166
1315 670 735
481 1510 174
922 931 587
1520 191 236
335 368 818
1187 220 995
548 746 192
723 16 154
232 1463 908
197 250 292
1158 1479 830
48 121 300
1515 41 138
491 1176 959
1375 1155 304
885 681 142
1023 1025 963
1469 564 879
532 610 258
1417 1567 908
1169 877 624
416 838 862
417 1165 886
570 709 701
1149 1573 502
568 868 867
90 104 110
1378 1292 84
1437 760 249
618 607 70
912 704 162
638 1423 904
1002 1232 764
564 850 928
10 927 289
609 1311 885
289 625 378
937 1226 826
1225 254 56
1018 230 592
1122 930 127
554 1046 88
1133 51 187
695 104 885
606 640 429
1055 1412 547
1536 1517 717
653 275 990
1171 1351 854
1159 1478 893
781 1062 365
1302 1306 376
1459 347 391
1381 749 412
921 390 575
910 320 811
434 505 253
580 7 806
18 1396 751
696 891 639
818 523 660
1577 1384 161
1208 722 686
1394 938 271
1457 551 325
1164 213 681
1484 603 809
399 388 90
914 56 802
419 1563 433
688 420 869
633 1407 631
59 573 2
1359 202 313
642 817 472
422 1006 483
128 12 883
861 714 836
1500 566 244
840 255 156
1426 545 970
535 356 239
543 499 544
447 1447 486
1125 1408 994
181 1035 121
1054 433 930
1094 1548 683
107 212 772
1471 525 864
911 751 508
1047 1472 748
1186 1103 412
373 765 100
279 1165 289
865 892 808
681 1449 277
1421 1021 537
989 849 956
1333 905 227
1436 1068 7
588 713 639
516 1042 227
715 1265 238
1400 1492 351
8 1169 30
1224 1053 334
1156 946 813
213 569 418
1 1202 580
672 1484 688
285 1075 656
648 963 924
937 1398 885
596 212 850
308 152 729
385 140 737
524 791 517
640 965 153
1477 119 695
1341 490 30
114 130 747
1255 1424 469
1007 1208 989
1418 1334 435
1340 605 440
691 937 772
108 241 982
1387 472 832
226 1436 334
120 877 291
554 611 36
733 1416 542
694 1119 918
192 151 339
1292 132 166
1387 54 577
157 283 900
530 1223 607
862 1588 273
817 264 877
1405 1256 139
763 529 411
970 745 150
102 416 377
490 412 460
224 677 151
592 1273 941
643 1040 423
870 202 354
1413 452 2
990 76 273
961 1224 521
623 1447 579
1177 1335 774
467 1200 665
301 1517 764
338 478 847
941 491 520
1264 447 511
937 1577 509
723 1133 632
1420 1069 88
774 23 974
16 728 52
774 1336 734
691 1265 179
476 740 36
489 1001 316
989 1437 730
845 1268 514
1425 259 274
1204 1542 980
1542 1492 133
424 1553 339
162 927 638
1228 992 307
180 781 752
630 290 528
1051 1557 153
377 1479 208
474 1397 520
529 1404 857
229 1370 249
1550 319 646
1199 118 708
503 152 105
1448 708 859
113 908 70
1580 1048 173
251 1154 525
1024 504 905
832 1090 235
354 1025 814
808 978 543
18 149 221
489 1327 316
266 1563 642
1510 1083 178
1098 813 489
672 1009 730
746 339 407
762 1565 908
348 22 709
1369 1549 297
1312 1401 786
940 495 283
1267 806 555
540 111 193
497 128 215
500 1412 946
406 1382 62
1039 1199 853
14 1391 17
1456 1422 789
1417 250 931
1449 811 215
1057 819 30
912 1396 71
1274 366 201
426 409 864
423 1212 558
73 932 663
348 992 244
551 660 762
55 812 910
1532 172 882
397 517 936
893 992 548
869 395 204
1275 24 205
