15
9 4
36 39 523
48 32 456
35 10 83
43 3 506
19 57 512
36 29 288
54 24 59
17 59 193
43 32 47
70 57 462
21 56 512
39 3 444
3 35 97
6 63 510
13 50 464
16 65 523
52 72 244
38 66 53
60 1 100
30 16 257
58 19 62
20 52 401
34 57 370
41 62 396
68 19 535
33 23 337
39 12 227
63 45 253
74 2 307
39 16 127
40 67 363
63 35 291
30 37 431
74 6 356
42 26 291
61 12 195
48 43 290
58 10 212
50 53 341
70 16 80
42 12 251
63 53 460
38 63 18
58 15 368
21 31 440
34 42 231
19 46 53
74 10 113
26 52 240
48 64 101
57 8 481
62 9 125
27 51 117
33 59 416
40 69 118
8 10 411
71 47 304
69 71 523
43 16 11
54 53 418
67 72 267
22 47 449
14 69 70
42 23 109
62 36 321
27 18 340
44 7 166
44 38 205
22 2 84
15 30 206
38 6 138
6 31 519
34 48 458
28 22 192
46 64 524
38 24 50
3 52 87
68 49 534
34 44 519
58 47 438
10 39 240
66 26 206
18 17 378
63 1 92
16 74 113
52 32 488
11 37 40
32 75 61
69 3 114
43 61 106
62 23 84
17 41 488
57 12 119
57 67 54
50 56 170
67 42 4
65 32 112
36 70 75
11 63 192
62 28 42
57 70 480
27 68 258
32 19 415
13 12 314
32 50 160
55 16 482
14 29 280
32 35 297
64 14 78
75 57 399
41 66 413
27 51 130
61 63 344
64 41 354
74 46 82
21 35 333
26 40 253
59 69 8
32 26 109
24 9 445
29 33 250
17 25 466
46 11 382
39 3 31
34 18 506
14 66 487
9 36 222
74 65 471
41 66 91
12 60 106
54 45 259
35 60 399
33 39 546
3 67 297
21 41 527
66 7 524
66 49 62
5 67 119
63 42 466
31 74 225
39 42 396
15 10 462
71 4 66
56 3 220
51 8 448
44 73 43
65 6 316
20 63 3
62 39 339
62 14 462
68 29 313
34 75 37
66 60 203
28 49 469
73 25 12
69 3 185
4 55 319
18 50 517
38 58 155
33 13 198
20 66 66
67 60 535
46 58 48
51 46 353
4 55 75
33 35 234
33 8 133
6 41 12
43 47 117
10 37 309
43 3 331
34 5 272
32 51 22
61 64 20
48 33 295
52 37 158
73 14 451
18 64 426
11 66 350
12 9 171
66 16 424
29 71 364
35 62 297
28 67 212
32 55 464
56 27 47
70 3 181
37 68 312
69 34 251
74 6 323
60 53 202
14 59 541
75 29 342
3 51 279
63 9 447
74 40 250
36 12 14
52 48 502
30 11 137
73 11 488
29 54 148
52 38 474
19 6 308
29 42 360
5 66 240
17 33 152
56 10 523
15 39 494
6 28 75
60 13 436
47 72 418
35 33 465
75 50 377
9 18 273
60 70 339
34 64 219
45 10 107
30 2 464
65 55 125
65 50 485
17 16 44
12 53 521
64 45 403
11 26 525
71 46 343
6 25 386
55 21 130
4 71 136
40 41 23
60 18 433
7 55 363
22 47 227
10 67 52
37 73 8
68 2 347
20 10 257
56 28 56
67 39 216
27 55 48
46 29 506
7 50 135
44 70 330
11 12 481
16 44 100
4 34 216
54 47 183
70 67 280
19 42 313
40 30 431
28 72 92
28 41 342
40 21 527
67 28 431
14 39 494
60 28 415
43 52 88
19 24 367
20 25 303
19 67 262
29 40 548
15 40 440
75 49 487
26 71 451
64 38 76
49 54 201
22 7 471
24 7 286
30 71 438
61 48 206
1 10 46
66 62 39
21 53 36
69 67 439
25 26 475
38 74 251
46 4 155
2 75 198
10 24 448
35 21 283
19 67 312
72 11 524
15 39 44
19 75 318
57 16 72
16 33 48
31 1 151
74 52 373
64 8 522
30 53 424
29 39 199
40 31 330
48 6 399
75 67 459
19 21 451
74 73 48
20 67 194
38 54 238
55 63 300
71 38 442
18 2 36
65 1 368
3 38 65
54 4 544
60 13 149
27 57 194
27 26 113
60 2 313
61 54 35
73 42 286
31 40 366
46 50 126
45 18 24
30 47 39
44 54 543
33 27 204
33 64 21
44 55 330
22 48 310
42 36 176
46 41 96
38 59 52
38 58 529
8 9 534
30 71 6
42 27 233
2 17 418
60 31 362
25 21 456
69 3 46
48 5 96
69 71 138
46 32 93
66 54 137
54 34 546
64 59 348
3 37 373
11 42 3
33 50 135
31 74 405
52 49 247
33 52 315
60 21 158
57 36 371
66 1 331
46 60 189
61 69 549
67 27 439
27 61 38
34 42 444
69 72 548
21 17 273
62 14 262
26 63 328
24 28 361
42 46 46
51 28 375
29 57 485
73 59 18
72 26 431
51 3 479
22 55 255
30 69 422
57 12 418
55 48 357
45 19 24
30 71 479
60 62 313
29 26 301
39 61 372
33 71 388
17 16 67
11 64 481
9 3 163
66 55 494
55 38 183
65 4 325
44 1 329
64 16 390
61 58 28
31 30 400
48 72 71
59 56 46
62 32 280
48 1 161
10 23 96
24 43 160
65 19 365
56 32 361
28 15 302
31 12 509
45 17 290
5 74 300
70 32 186
64 74 451
41 65 390
57 44 333
66 42 532
74 11 338
1 2 237
37 50 449
64 47 254
57 10 117
2 71 289
42 62 488
1 8 235
3 47 435
1 68 322
22 41 89
28 16 216
24 48 187
69 32 104
36 50 502
59 32 538
24 62 460
61 38 526
49 24 258
75 1 230
70 46 386
18 61 44
9 24 225
38 3 315
7 54 229
38 7 364
67 16 177
34 25 413
17 68 293
54 7 281
59 14 485
48 35 146
61 15 160
44 3 77
23 70 505
25 39 203
63 31 496
70 55 533
37 44 427
32 31 435
30 31 470
3 34 431
31 44 549
54 61 238
73 14 422
47 49 362
20 69 42
58 20 548
42 16 60
66 3 203
28 25 195
60 46 384
74 22 221
40 69 203
63 44 330
6 28 311
18 73 117
49 23 56
61 33 320
63 27 326
45 26 274
28 20 384
63 66 105
69 50 267
18 37 274
72 67 504
10 36 51
59 50 406
24 2 430
13 35 89
32 39 470
3 60 365
1 7 238
55 28 301
53 72 255
45 38 509
45 58 71
43 10 508
74 11 469
7 47 348
26 17 185
59 10 138
35 11 452
56 29 408
66 42 122
19 40 436
38 45 431
33 7 278
68 35 208
54 47 397
27 44 60
48 34 338
42 33 532
1 55 240
1 49 238
75 42 29
23 30 56
74 56 542
15 3 83
11 41 550
38 65 398
73 60 246
54 29 415
67 28 535
32 29 182
16 20 221
67 17 407
39 12 119
70 45 171
13 47 362
20 75 477
39 41 315
75 16 111
26 36 107
2 12 285
11 28 85
13 8 393
49 48 49
55 49 411
51 10 165
44 15 178
36 34 500
37 43 542
46 4 168
57 17 121
37 21 456
27 70 546
45 15 13
6 33 184
15 2 273
38 51 178
67 43 523
35 73 372
60 25 409
42 4 130
35 28 443
49 33 25
40 49 515
27 17 266
26 6 97
72 27 345
4 36 485
68 25 271
62 23 535
70 5 238
39 47 367
9 72 549
25 40 455
73 54 124
42 8 326
24 56 159
69 28 19
28 27 132
27 56 28
66 35 338
41 69 402
8 54 230
37 40 425
40 72 303
24 73 538
5 2 524
10 73 359
69 1 193
13 23 264
37 65 517
73 4 407
59 22 525
54 75 42
70 14 38
58 41 492
21 16 413
67 59 150
25 11 508
49 10 417
51 71 478
64 42 167
41 49 357
6 71 111
63 73 22
60 2 391
23 57 517
11 2 274
42 30 364
32 48 276
7 21 416
62 22 257
19 22 280
10 29 225
28 10 58
43 48 271
14 24 108
42 10 434
44 22 291
67 63 386
49 38 135
71 29 147
10 18 261
7 5 391
39 41 517
7 18 391
17 5 457
19 31 325
62 22 405
62 54 184
43 73 252
16 63 534
3 20 259
12 1 308
26 49 498
49 31 538
63 73 58
53 65 371
33 2 425
12 69 52
35 51 392
31 2 166
37 2 378
39 7 242
10 73 407
39 65 238
32 54 511
63 65 533
61 53 245
32 51 282
13 965
6 3 138
2 7 67
8 13 126
10 13 544
6 8 248
13 2 111
13 3 195
13 12 331
8 4 437
10 13 190
10 3 94
12 7 295
8 12 92
12 4 491
13 2 412
9 3 415
5 13 425
13 5 385
8 13 356
8 4 352
6 13 259
1 9 419
13 2 129
1 4 186
3 12 111
8 13 540
9 13 509
3 8 196
10 8 485
10 9 95
11 9 523
8 10 117
5 2 390
3 13 482
13 11 45
11 7 371
6 8 1
7 8 91
8 12 251
9 5 230
9 4 500
13 12 255
2 7 19
5 4 243
10 7 425
7 8 251
7 10 97
6 7 496
3 13 139
12 2 540
1 11 126
7 4 38
12 5 53
8 9 499
1 9 14
13 11 211
4 7 547
5 10 358
9 3 402
12 9 464
5 9 168
7 9 299
8 13 113
7 1 50
7 13 94
7 5 39
3 6 233
5 6 391
13 9 199
10 1 36
4 11 242
6 13 510
3 1 235
11 13 203
10 3 524
9 5 278
10 5 75
2 4 497
5 4 284
1 7 269
10 3 504
9 13 281
6 7 324
1 2 143
3 2 532
2 6 71
8 4 8
1 11 277
6 7 156
13 3 207
1 10 303
4 2 403
13 5 245
7 10 143
10 9 277
11 7 266
10 7 251
2 11 541
10 9 495
10 3 367
9 13 420
4 10 214
12 6 177
6 1 384
9 12 52
9 7 367
1 10 141
3 2 311
7 13 2
8 9 138
7 2 207
2 6 204
3 4 226
9 5 103
6 9 2
5 12 279
6 13 295
6 5 42
9 10 486
7 4 118
10 3 24
6 8 539
8 11 337
12 1 459
8 6 123
7 4 176
3 13 149
6 5 253
7 13 183
12 2 121
5 6 479
2 10 443
4 7 464
5 10 149
12 1 315
2 3 80
8 1 71
11 9 10
4 5 257
10 2 21
8 13 145
13 2 105
2 13 391
8 2 366
6 11 26
8 1 22
4 1 202
5 13 339
11 12 408
11 5 56
4 10 444
3 7 387
8 13 335
11 3 140
9 10 41
11 10 382
13 5 182
7 4 373
4 13 284
3 8 256
11 8 360
3 5 323
10 7 2
12 6 27
11 6 326
4 9 225
12 6 39
4 11 264
7 11 113
5 1 426
12 13 505
9 7 26
5 13 61
6 10 228
1 4 526
13 1 54
3 1 424
8 13 349
10 2 213
7 2 16
4 7 387
3 9 529
4 13 437
6 8 86
9 1 196
9 8 490
12 6 6
11 7 447
1 11 218
11 10 26
3 9 69
10 11 504
2 11 521
12 3 87
6 1 173
1 9 428
10 7 252
13 4 499
12 2 407
13 10 176
5 9 39
4 8 513
3 7 192
11 12 67
4 11 125
8 2 162
4 12 152
12 3 477
9 6 434
8 4 114
4 13 105
5 8 270
9 8 83
8 1 388
13 7 209
4 6 342
1 6 23
5 12 222
11 9 514
10 12 436
4 11 522
2 1 405
1 3 129
7 3 506
5 4 498
4 12 312
13 9 131
13 4 533
4 1 315
6 12 291
12 9 81
2 8 51
4 12 277
4 9 326
1 12 205
13 11 460
8 12 175
10 1 405
6 4 401
8 10 233
2 3 413
11 8 45
9 13 492
12 10 135
9 5 113
6 2 501
11 13 246
7 9 205
6 11 219
1 4 178
6 8 222
3 13 111
6 13 424
5 4 53
7 6 125
10 3 388
4 6 171
1 3 20
8 11 153
2 7 468
3 12 488
8 6 126
9 1 133
8 12 517
11 7 163
10 12 407
6 1 546
1 9 189
8 1 254
9 2 405
5 4 158
10 11 44
2 7 154
1 10 475
7 13 85
3 13 168
8 2 73
5 11 363
5 8 173
10 11 365
9 7 402
10 2 119
13 1 450
7 1 20
13 4 412
11 9 324
4 9 388
2 12 295
12 6 204
2 13 458
12 5 210
12 10 269
6 13 105
5 9 122
7 12 75
4 1 217
9 3 389
8 3 535
1 2 76
5 2 535
2 11 146
11 12 152
11 2 11
9 7 355
12 3 390
4 9 78
6 8 537
11 7 242
3 13 187
10 3 246
10 7 345
5 4 44
13 8 488
7 3 156
10 6 92
7 13 249
9 5 519
5 6 9
3 4 307
8 10 163
3 5 181
10 7 155
1 10 272
11 8 111
8 3 141
10 6 156
8 12 491
5 7 363
9 3 465
1 5 346
1 9 206
12 4 524
8 11 284
11 6 172
8 4 454
4 1 39
9 2 243
12 1 398
1 2 487
10 3 518
12 11 182
7 1 500
7 12 107
6 9 84
3 6 335
10 7 538
3 7 432
8 10 334
9 5 30
3 7 511
12 7 515
8 7 152
13 9 95
4 8 429
4 7 94
1 7 40
13 1 509
7 1 283
1 12 118
1 11 443
9 11 103
4 10 394
7 12 483
6 5 331
1 9 347
13 9 187
12 11 126
2 6 73
2 9 59
8 12 482
4 10 210
5 13 536
10 2 34
3 12 495
6 10 515
13 10 331
2 10 231
8 2 391
9 4 509
4 10 405
11 4 359
1 3 486
2 7 268
9 10 116
4 8 9
13 3 257
12 13 295
9 8 106
12 7 384
9 3 54
8 11 323
13 11 376
4 11 73
1 10 175
11 5 481
2 8 493
9 10 438
9 4 241
8 9 411
9 12 154
1 4 177
13 8 74
11 2 415
4 12 497
12 6 499
4 7 219
13 7 337
4 11 388
6 7 27
1 2 375
12 1 131
8 3 505
7 9 424
6 2 383
1 12 213
4 12 518
2 11 195
11 3 457
9 7 411
2 10 245
10 8 167
3 6 333
10 12 207
6 10 316
3 6 186
2 12 538
7 13 129
3 12 447
12 13 400
13 6 477
4 2 45
10 8 549
9 13 243
2 1 263
10 9 204
5 7 81
13 2 129
12 2 249
7 11 238
4 13 241
4 1 85
9 2 496
1 5 360
11 10 278
4 5 10
11 10 390
10 13 517
2 4 541
1 3 533
6 4 83
5 12 523
10 13 274
9 10 287
12 9 549
2 7 147
7 9 211
11 12 386
4 6 270
10 3 425
2 9 449
3 1 303
9 1 365
13 4 143
10 11 331
6 13 313
8 4 113
9 5 111
10 11 25
10 11 117
8 12 377
4 12 23
4 7 418
12 8 73
6 9 415
8 10 317
12 9 251
8 3 457
13 12 24
1 9 392
10 2 286
4 11 136
12 11 546
7 13 339
3 8 23
13 11 360
6 9 13
11 6 127
8 12 270
11 7 390
11 13 317
1 7 328
13 11 264
12 1 347
10 11 499
6 10 495
11 10 27
4 12 265
1 3 166
11 10 91
10 3 326
2 9 433
9 3 423
6 11 465
5 8 416
5 2 495
13 8 244
9 13 7
12 11 321
1 7 469
13 2 224
3 6 368
7 10 154
10 7 254
4 10 314
2 6 480
2 3 71
3 10 385
3 12 516
1 5 413
9 3 68
1 13 272
1 10 499
12 7 440
3 11 4
9 11 55
4 10 263
3 5 219
9 8 360
4 9 436
7 12 508
9 10 24
10 6 153
4 6 129
2 13 55
7 13 65
8 6 189
7 4 335
5 7 228
4 11 324
7 9 71
6 4 291
9 4 332
4 13 315
10 4 294
8 12 193
11 4 371
2 10 244
3 10 213
13 12 1
12 3 153
6 8 541
7 2 1
4 5 39
6 1 50
12 3 326
4 12 126
6 4 149
4 9 199
4 10 33
4 11 58
13 10 142
4 8 235
6 10 26
2 4 518
3 13 308
12 10 272
7 8 267
6 1 519
11 9 531
4 11 516
1 3 367
12 1 25
3 10 157
1 11 48
13 7 148
2 7 488
7 9 337
13 7 8
9 13 520
12 4 344
10 5 307
7 4 144
6 4 392
3 2 140
7 2 165
5 12 470
8 7 428
10 5 348
2 5 487
1 9 2
2 1 389
8 12 422
5 8 508
6 13 218
6 1 526
11 9 505
12 6 180
11 3 305
2 8 43
10 9 508
12 11 89
2 6 81
8 4 403
2 12 337
3 7 243
6 10 255
7 8 391
6 8 6
4 2 39
8 6 4
9 5 220
9 2 348
2 13 356
10 5 546
5 4 149
10 11 228
7 13 501
9 4 134
11 3 166
8 9 333
4 3 391
13 11 253
4 11 13
3 1 431
12 8 419
3 1 227
7 8 47
8 10 198
5 10 416
8 10 466
12 9 69
10 9 19
6 7 13
5 13 185
6 2 307
8 4 213
3 12 427
10 5 210
9 7 118
10 3 41
8 2 255
1 7 409
11 5 490
2 9 149
2 1 265
7 1 319
6 4 158
7 9 466
8 2 374
7 9 386
2 10 382
1 4 337
3 2 424
4 7 456
2 4 393
2 8 410
8 5 164
4 8 163
6 2 259
10 6 242
10 13 378
5 2 499
7 9 28
3 12 306
4 8 115
5 12 257
5 3 374
11 12 526
11 5 472
13 9 9
2 7 287
10 2 481
1 12 247
8 5 216
8 2 323
6 13 289
3 6 18
11 13 165
11 4 327
8 2 484
1 3 501
7 8 133
12 9 346
2 7 436
2 11 26
3 6 374
7 11 482
6 4 25
13 8 160
12 8 502
6 2 111
3 2 275
12 1 426
10 9 501
10 13 426
9 2 521
12 3 482
10 6 138
11 6 232
7 6 289
4 2 306
13 2 536
12 6 186
6 10 352
13 4 329
10 5 354
10 13 118
11 6 26
12 5 360
9 6 499
7 1 179
1 8 122
10 9 221
3 4 284
2 11 327
1 5 243
13 7 104
4 13 110
8 6 346
4 8 103
8 12 279
6 12 123
1 4 347
8 1 259
7 9 48
11 6 236
10 12 341
2 9 140
4 10 72
6 4 120
1 2 263
2 3 198
4 12 211
7 11 128
6 3 444
11 7 489
2 11 149
11 3 403
12 5 337
5 1 132
3 7 306
1 12 430
2 1 249
7 8 33
12 5 176
3 10 463
5 10 502
13 12 147
1 2 101
9 6 6
10 5 139
1 12 89
12 7 154
2 7 165
12 2 353
7 12 357
6 4 385
3 2 28
7 1 326
8 7 437
10 2 194
7 8 180
4 12 14
7 9 186
5 8 331
6 7 262
10 5 212
12 1 80
12 4 73
10 11 381
4 7 363
1 5 272
7 6 271
5 13 410
3 11 284
10 12 165
4 2 503
7 13 204
12 7 140
9 8 379
9 3 21
13 10 11
5 9 114
1 9 360
7 2 169
3 8 221
2 10 199
3 4 130
8 13 149
3 9 301
3 10 459
13 9 177
9 12 244
4 13 366
6 4 252
9 5 155
2 12 410
2 13 281
13 11 251
6 4 8
10 4 446
8 4 169
4 13 129
11 13 488
3 2 530
4 1 316
4 8 80
11 6 360
1 6 371
8 7 250
7 10 541
11 7 148
8 5 118
6 5 212
7 10 107
3 11 435
4 8 550
9 12 288
1 11 354
9 1 113
8 2 133
13 3 163
2 11 465
4 5 435
9 13 69
7 12 258
11 1 70
8 11 401
12 11 396
9 4 486
5 3 57
9 11 183
11 8 77
1 8 266
11 9 378
4 5 256
1 8 50
8 4 511
9 6 73
2 10 360
7 10 501
11 9 365
6 5 384
9 8 80
2 5 513
9 3 314
2 8 467
10 11 130
13 2 360
7 4 365
9 6 439
10 12 4
4 9 199
1 10 122
9 10 64
2 9 195
10 12 66
6 5 240
4 1 434
8 12 160
11 6 338
11 6 506
5 6 303
6 2 462
4 2 59
13 4 159
9 1 315
7 2 232
4 2 526
4 10 401
6 4 503
6 10 256
10 2 6
10 1 289
5 6 218
2 7 22
6 2 331
11 6 441
1 13 122
5 3 187
7 2 5
8 13 12
1 10 19
12 11 154
4 2 61
2 1 1
12 6 256
13 5 381
5 3 278
8 1 159
1 10 468
1 8 292
6 10 356
7 4 509
7 9 72
13 1 349
6 7 37
1 2 150
4 13 420
9 2 238
13 9 127
9 1 471
8 10 100
8 7 66
12 6 490
4 9 254
12 2 137
6 11 395
9 12 341
11 7 28
13 4 367
6 4 56
5 1 64
11 2 46
13 3 68
5 1 446
4 8 449
6 9 436
1 6 494
4 10 165
4 7 63
2 11 290
6 11 504
5 4 239
12 11 380
12 11 240
8 3 28
11 5 279
3 6 365
13 6 166
8 1 315
9 1 404
8 5 546
3 13 369
7 2 27
6 8 238
4 3 4
13 12 170
11 2 17
12 7 504
4 6 352
6 12 367
2 10 132
5 8 100
7 8 400
12 1 337
12 8 256
5 8 466
6 1 505
3 7 55
2 13 216
1 6 187
4 11 401
8 12 493
4 10 1
3 5 360
3 2 376
12 3 533
3 8 245
8 5 188
10 11 332
8 7 539
10 2 296
4 7 478
10 1 134
7 89
4 1 393
1 7 415
2 6 224
7 5 120
6 2 117
4 7 508
5 2 221
1 4 3
5 3 189
3 1 423
6 4 465
1 2 46
1 4 220
6 2 346
6 2 477
2 4 449
1 6 515
6 3 433
3 1 256
1 6 436
4 1 233
3 2 158
1 7 177
3 7 339
4 2 512
2 6 48
4 1 448
5 1 331
7 6 42
6 1 338
3 1 77
1 2 180
1 7 520
1 2 118
5 6 464
4 2 265
1 5 417
2 3 363
6 3 523
4 6 139
6 1 438
6 1 481
2 5 206
5 6 4
2 1 505
6 3 237
6 1 237
2 1 16
4 7 276
5 6 350
6 4 171
6 5 176
4 1 107
6 7 46
7 6 74
6 2 224
5 4 373
6 5 94
2 6 409
4 5 262
2 7 352
2 1 549
6 3 363
5 4 429
1 2 474
7 6 480
4 6 228
3 5 69
3 4 111
1 6 348
4 1 298
5 3 341
6 5 487
3 4 305
2 7 339
2 7 438
5 1 386
5 6 49
7 2 121
5 4 49
1 7 503
7 1 334
6 4 281
2 3 498
6 2 119
7 5 414
5 4 345
5 2 187
3 7 418
926 1563
525 575 661
49 837 766
37 412 834
511 137 160
58 680 372
530 22 175
318 707 175
710 590 247
741 429 648
109 646 127
303 785 756
278 332 529
60 379 845
99 105 41
275 576 19
101 670 933
794 707 356
471 542 524
695 178 79
796 769 882
659 548 57
526 370 912
134 583 26
611 147 772
84 81 835
717 199 15
662 910 389
615 527 10
492 568 774
430 325 880
872 564 839
727 616 705
662 627 447
566 163 394
179 47 801
632 512 775
416 749 756
71 706 560
267 398 618
72 53 481
178 451 248
133 455 675
106 128 617
661 401 568
900 399 200
68 279 189
213 451 981
722 190 222
176 153 224
318 787 624
874 310 370
310 335 275
521 272 346
419 809 776
109 611 191
664 398 508
772 820 659
112 657 808
785 31 562
636 314 332
774 58 832
344 913 232
271 630 25
199 491 535
102 332 30
141 622 300
245 752 832
607 331 629
786 852 642
874 703 28
242 764 480
173 444 933
579 861 791
696 835 335
276 600 338
680 449 711
376 169 869
239 292 186
662 353 468
283 37 441
99 473 993
237 188 167
38 718 448
255 603 643
723 40 164
7 733 500
844 180 758
263 34 203
876 80 56
459 881 446
444 100 213
842 480 298
195 390 499
236 619 607
193 433 691
391 79 893
882 754 185
576 916 653
298 882 226
743 879 634
698 763 189
630 155 626
746 853 811
860 700 131
880 560 17
775 378 117
848 769 527
128 185 103
158 22 853
700 485 410
556 519 478
60 602 419
270 306 680
619 375 530
652 532 514
809 52 879
616 809 849
119 88 381
119 724 287
748 265 784
187 776 216
119 722 541
793 199 758
509 92 415
910 606 215
4 449 574
280 78 659
482 85 900
904 63 348
103 20 1
208 388 919
706 858 671
69 704 500
565 268 490
619 146 381
190 248 260
246 707 115
16 865 353
141 715 575
324 95 884
373 895 1
803 331 796
11 416 167
648 4 125
363 78 186
659 299 900
198 86 352
667 712 610
293 664 294
375 586 115
633 213 274
581 346 657
488 197 297
887 736 182
415 809 430
658 572 746
33 525 257
704 524 84
368 818 40
515 781 614
908 650 345
683 844 743
571 418 760
496 876 227
627 368 472
239 727 978
165 568 440
417 522 86
775 481 13
153 824 603
178 824 408
187 744 307
94 240 188
775 280 184
123 750 813
841 703 256
581 522 25
464 431 126
439 610 49
6 836 827
204 183 956
856 137 526
260 136 367
330 501 944
781 587 363
842 380 608
456 427 985
797 741 310
823 703 809
898 114 159
196 399 840
557 268 303
177 561 377
57 648 266
850 558 337
316 592 144
705 565 869
305 564 443
121 501 486
815 534 270
803 612 900
632 925 888
757 789 366
69 563 95
855 171 269
894 547 534
469 593 237
414 32 31
61 403 637
233 722 863
595 334 736
239 550 279
292 638 665
736 553 244
260 411 209
269 187 131
691 423 184
826 371 762
242 398 654
497 650 927
36 20 353
78 22 980
336 234 445
642 667 586
753 91 266
738 37 555
463 525 41
289 611 449
803 673 112
115 723 963
558 60 649
7 33 858
354 577 93
58 851 423
190 369 311
625 448 502
508 130 811
595 782 129
822 6 473
813 708 484
880 471 12
104 612 102
529 58 76
467 94 252
64 478 505
521 478 905
813 305 717
437 567 583
812 510 761
157 598 130
713 64 797
49 857 732
258 542 424
795 184 407
38 498 662
94 722 217
769 151 115
469 345 744
639 585 861
188 623 994
358 393 385
150 92 661
657 336 32
538 631 92
761 508 617
311 162 483
321 350 182
190 174 440
200 581 978
171 796 220
57 180 493
519 711 299
31 689 409
823 51 127
642 294 299
430 636 560
77 749 726
171 807 121
129 54 819
523 601 397
346 10 634
289 766 139
729 831 719
139 428 368
410 235 864
544 851 913
638 385 852
458 180 216
679 96 360
175 182 710
537 399 113
746 323 294
3 547 366
254 346 30
907 919 589
907 4 466
658 385 998
625 228 783
127 40 884
740 487 199
29 827 192
589 110 952
242 687 834
519 500 753
526 219 60
643 669 430
461 90 446
213 178 341
459 800 449
194 841 60
89 318 569
409 638 646
286 664 358
916 657 940
622 148 906
910 195 904
359 416 391
598 746 242
27 447 5
751 277 287
110 391 635
444 822 790
47 415 265
686 375 264
484 908 432
402 552 240
789 371 650
317 145 664
514 569 639
246 231 680
752 81 761
717 499 595
74 845 358
115 876 769
427 280 769
433 567 280
403 769 779
926 223 214
702 728 605
624 503 645
16 226 366
253 291 845
780 81 331
484 404 155
678 7 35
381 162 327
397 416 280
887 263 890
78 296 324
98 640 883
13 29 721
714 165 803
554 112 589
793 865 325
560 874 762
235 385 371
149 234 265
651 298 683
583 360 439
279 216 64
903 59 486
218 502 316
442 848 597
924 153 395
595 590 968
783 554 939
166 187 424
