27 606
51 40 2496
1 51 6247
3 38 8100
10 64 8787
2 32 206
67 33 2030
38 34 3857
18 65 5066
8 41 7355
22 4 6824
13 53 5771
37 49 1229
7 14 6275
44 36 9383
2 1 7195
26 61 8622
14 65 5859
29 23 7315
63 65 6934
62 41 8044
43 53 6240
38 44 7814
55 33 3054
4 42 809
33 47 2052
22 55 884
26 37 5414
32 14 1456
1 15 8588
37 5 4256
67 13 7470
19 66 1531
9 66 6310
4 17 9924
39 28 3972
13 38 318
59 39 161
39 7 2169
40 46 9527
50 65 3944
18 3 9198
20 18 6767
37 57 1902
64 60 6074
3 55 1463
66 36 8481
44 6 3749
29 48 1263
16 36 707
4 1 7832
55 66 4677
65 14 9191
47 62 4392
61 48 9970
55 52 8272
21 60 6643
56 38 4760
64 43 5515
21 4 9527
31 8 4368
41 7 9812
41 19 7579
25 47 9452
25 45 6583
55 46 9012
55 66 2055
20 1 239
49 9 3709
16 10 7376
54 39 6214
62 67 7940
14 46 468
37 25 4179
26 28 3460
58 45 1686
53 24 3414
33 49 729
27 38 7893
37 47 2322
22 36 6641
45 28 2156
33 29 6194
29 7 8944
35 52 4774
36 63 2149
38 10 1183
48 38 5469
54 32 9181
47 43 4424
9 65 3858
53 3 8533
24 57 724
57 49 4996
59 98
14 43 9
14 42 6145
42 18 7213
18 43 8955
59 44 2555
14 7 1737
28 13 8430
22 31 7873
38 40 98
34 27 3835
19 20 3294
59 54 3181
5 39 5807
7 48 4112
21 19 5294
47 37 8779
20 36 3496
28 52 2061
59 43 7323
19 9 816
59 45 4900
39 54 7925
5 40 3716
18 10 1865
43 29 7285
36 23 3690
29 11 416
25 45 364
8 18 3908
50 38 5186
18 27 3220
22 41 1707
41 4 5057
47 20 2361
31 21 9656
28 52 8899
48 18 7
59 3 2418
51 23 3007
14 53 68
57 6 2945
34 22 8694
30 36 4366
33 20 2300
13 19 5712
58 37 6937
54 27 5651
32 24 553
37 7 2463
45 30 3368
39 33 8111
14 56 8509
38 47 7537
41 34 8459
7 11 4844
2 12 1588
5 8 8598
30 15 999
8 22 9539
29 33 9716
57 3 9533
37 59 354
55 34 3617
45 30 1670
17 34 1339
38 27 6076
35 36 4520
10 29 2168
8 39 6737
43 31 3457
39 51 3406
25 20 1039
55 6 3754
51 44 131
26 3 209
29 2 6891
26 47 9073
41 12 2486
12 30 4926
5 31 2851
19 58 4252
11 54 3419
25 47 4221
28 5 6711
52 28 699
16 1 4603
47 57 8490
42 41 2876
56 12 6688
22 41 5504
5 32 5976
10 23 4111
45 20 3517
27 24 2568
30 18 3960
42 39 2364
22 17 2712
12 49 5679
43 54 943
19 108
6 10 6
6 5 2371
5 12 5290
12 14 5394
14 9 261
9 10 9289
6 17 8527
9 12 751
6 5 4304
4 12 2568
3 11 143
12 4 2563
5 9 2914
1 4 9576
7 15 4264
7 4 8456
8 19 9279
18 14 7849
2 10 5029
15 5 5282
6 19 7767
10 5 4250
13 3 7946
17 16 3787
9 7 3246
6 13 7975
1 12 3261
11 13 4551
10 12 2709
18 5 8438
12 16 9815
12 4 5603
5 17 6779
11 5 6266
1 3 4810
5 15 241
2 8 8989
3 9 283
1 17 9726
2 6 3627
17 14 9455
7 4 145
10 1 3827
16 14 7527
16 12 4757
11 13 8559
2 9 6370
9 15 6514
7 6 8413
13 17 4551
10 2 8844
3 12 8529
1 19 3032
4 10 3397
14 3 9022
14 17 2087
9 14 4307
2 17 5829
5 15 7915
17 7 9657
8 4 817
8 11 319
19 5 8616
3 10 1501
19 6 6883
17 11 423
1 13 5143
13 19 6768
8 12 6308
3 8 2550
5 4 101
11 16 6879
3 5 2399
15 10 2358
5 15 7729
15 16 9708
8 2 9412
12 18 2001
15 13 1055
5 9 5334
7 18 2144
18 7 587
6 16 3942
7 17 7127
18 15 8155
3 10 3816
11 15 3447
11 2 7990
6 16 7988
9 10 897
11 3 506
18 12 9488
7 19 9143
6 11 6998
19 1 357
14 15 3399
7 17 1075
11 5 214
8 1 2990
4 19 5273
9 6 2818
6 2 1137
12 1 2281
8 11 8716
19 8 5362
4 8 7071
9 15 2962
4 15 2183
8 11 3899
11 102
11 4 4
11 3 9722
3 9 6327
9 7 3685
7 4 7292
1 8 5357
11 10 5782
11 2 196
2 11 7298
7 9 525
8 6 8198
10 4 1276
11 6 3023
2 9 5634
11 7 8661
9 1 9820
10 5 3976
3 5 6333
9 4 4196
3 8 351
7 3 1623
2 9 5312
5 1 6002
5 2 767
7 3 3448
3 9 1805
8 2 1806
11 4 4068
4 6 5487
3 9 2539
1 7 6087
8 2 2011
10 3 6170
1 10 5855
4 9 6223
7 6 1873
3 4 62
11 10 7047
3 1 6315
1 6 6229
1 9 2426
6 5 316
5 7 9437
4 3 674
6 4 6351
8 6 6160
1 8 916
7 1 6214
10 11 9216
7 10 8251
1 8 4982
9 4 905
10 3 6316
9 8 2917
5 8 91
1 2 3448
7 8 1774
7 4 9595
4 6 1216
4 6 1456
4 8 7735
5 10 7139
1 7 37
9 5 3518
8 11 9103
6 9 1456
3 2 8265
9 7 5048
7 6 8894
11 8 1390
5 2 1172
6 10 7135
5 2 7137
5 8 9785
9 2 4885
7 9 9057
9 3 2582
3 10 2044
4 3 4478
4 11 731
3 7 7150
8 10 3681
4 9 2490
4 2 7436
10 9 5036
7 1 306
1 8 1779
1 2 9859
6 3 3824
6 2 5297
11 7 1305
11 1 2158
3 9 7092
8 4 6852
10 7 3121
3 1 4718
5 10 1703
6 1 244
1 7 9930
9 4 5401
7 2 7951
8 3 5565
3 7 5895
26 551
3 22 2
3 19 7761
19 18 8538
18 23 2761
23 25 9294
25 22 569
18 25 3824
22 4 9595
1 26 6132
22 3 1547
23 10 5412
3 15 5156
16 3 9379
6 13 5427
14 10 9462
22 13 4219
10 19 1505
25 2 5389
18 26 9737
6 3 5890
14 12 2988
20 3 911
14 15 5159
10 11 9371
26 14 1874
10 24 636
23 2 1384
26 9 6897
10 17 3912
25 5 5826
3 17 2665
4 25 100
16 15 8975
11 3 8849
12 13 6280
22 4 1706
12 17 9489
4 7 5462
26 8 4615
15 18 9744
20 2 5395
8 10 5773
23 18 3225
17 6 9259
1 6 9464
10 19 7054
6 21 5034
20 8 9714
10 18 80
20 6 237
22 7 6633
7 25 8401
10 26 5983
9 1 8738
7 8 9009
18 23 349
12 15 9526
12 5 7569
1 2 9692
16 4 7377
7 24 763
5 16 7110
3 2 8950
8 22 4771
22 9 8420
9 1 9240
6 14 2028
25 19 4085
4 21 9385
20 2 6942
8 12 8084
12 7 9573
7 26 3117
1 24 4357
26 22 9136
3 20 1707
10 7 3439
14 22 6559
8 25 8111
6 11 4302
26 19 3455
14 20 1890
4 15 4146
25 9 3890
24 25 1088
4 2 5926
20 25 9729
26 25 219
8 13 3279
23 22 8995
24 22 528
8 14 1957
21 12 9814
2 13 1569
13 15 272
26 20 3057
3 15 4590
23 1 7150
18 15 6358
6 26 6613
18 12 1744
14 12 3747
20 22 2291
2 18 9674
1 23 6162
9 6 4303
6 4 5978
9 13 9978
25 1 5398
16 26 5170
3 6 3525
15 11 8019
21 3 2535
23 10 4013
24 4 1702
26 4 7705
14 8 5046
17 8 6288
26 22 2111
20 22 2635
12 17 9232
5 2 687
26 20 249
15 26 8719
11 16 1287
10 5 2514
26 5 90
13 4 5476
22 17 235
8 3 7743
23 17 7210
23 15 2584
15 9 525
19 23 9891
24 15 7670
16 23 2749
3 9 9403
6 13 4859
17 2 1845
3 19 364
9 21 7958
18 22 7216
21 25 9085
7 19 8423
6 11 7102
2 4 3181
3 1 9969
2 21 5852
18 24 2768
26 18 3847
22 10 2774
3 6 1031
1 17 5992
11 4 5414
26 13 6241
17 16 5516
25 18 9123
3 9 6006
17 3 9785
25 2 2826
10 7 5876
14 1 7676
14 17 6032
9 22 3469
13 16 5674
22 14 4407
13 18 6127
5 19 6778
19 13 1302
1 24 3976
4 6 2169
19 25 4906
22 19 8149
7 24 1230
7 11 7408
20 12 3910
23 16 4352
9 20 8201
8 21 9728
11 4 6942
17 23 4766
14 7 4429
23 12 2478
23 3 5659
8 11 9789
1 22 3077
8 7 6413
8 2 8934
25 9 4845
19 12 582
12 5 8761
24 5 8949
5 25 177
21 25 6779
6 20 6678
12 23 3822
1 18 4623
26 21 6336
8 10 9898
22 25 3232
19 17 5437
26 22 3940
2 22 5893
19 25 7229
12 11 2666
16 1 2281
21 20 44
10 4 4316
17 4 9421
16 18 6234
9 13 7088
7 26 1342
25 8 6791
1 23 5134
10 7 4834
16 7 3448
25 11 3660
23 25 3876
8 14 7890
8 15 7761
26 16 2564
23 14 8487
18 20 3794
11 2 9675
8 21 2313
19 14 5195
3 25 9483
20 8 1365
3 4 3354
7 24 4395
11 1 6715
18 22 3977
23 16 7983
7 25 9846
13 20 1355
5 18 6860
10 15 2852
8 21 9141
15 16 834
22 3 4525
6 1 3690
13 15 4545
21 4 1989
8 5 5218
18 21 4044
3 25 1314
23 9 2480
23 16 5540
26 13 4147
23 10 8728
26 10 7786
13 12 6785
12 11 1202
18 2 7266
3 18 6327
18 10 5363
11 19 2485
9 16 5065
18 12 7964
9 14 8383
19 22 3501
24 9 5769
26 25 3950
15 21 4202
2 5 2098
17 9 2038
8 16 250
24 12 543
21 17 6462
15 1 6765
13 2 3605
2 4 50
8 18 5602
17 24 4996
11 21 2973
8 26 5514
13 15 8021
3 15 2689
20 17 7420
21 18 2027
4 9 8173
14 3 1397
17 10 5900
13 23 9856
2 22 2725
10 14 8778
24 15 2730
2 23 2990
14 4 853
10 15 9556
15 2 1544
12 10 4483
2 8 2181
22 24 2908
4 10 4444
24 18 4764
14 23 2575
23 8 8530
24 13 1469
19 23 5796
17 9 2124
12 25 4587
26 18 2588
11 17 4343
15 5 9129
10 3 7986
23 6 6376
6 25 1888
7 10 8598
23 17 1341
16 22 6279
9 7 8619
11 15 2616
8 4 8317
1 26 2442
16 24 5582
10 21 4820
11 9 3253
14 18 5231
18 24 3398
25 14 4808
19 25 6807
21 12 4353
9 8 6842
18 3 6834
16 5 7820
11 4 6399
14 1 4575
23 12 9326
2 5 272
13 1 36
22 24 7711
4 8 8538
4 26 5630
8 9 7561
2 6 9031
26 8 7871
18 1 8609
6 10 9416
13 25 2338
1 18 9673
5 22 9670
26 23 5938
2 18 1885
9 19 1740
4 2 3137
12 16 5130
21 14 9343
17 5 6360
18 8 9656
22 15 9181
25 23 278
13 23 2446
22 16 6190
10 21 6007
26 5 2116
23 3 649
10 16 2573
12 22 8517
16 6 6201
22 20 3766
11 20 1216
8 21 8954
20 26 8349
5 11 3989
24 18 3984
5 10 5628
5 22 1317
3 22 3973
17 11 368
16 10 6305
2 14 5080
22 3 4993
22 20 114
13 21 6812
19 9 3899
12 21 6416
15 17 6245
4 5 3696
6 7 8344
20 13 9874
25 7 2069
12 23 9875
4 7 8043
17 5 5697
25 24 9965
14 13 5276
16 11 4003
1 25 5484
26 1 1594
1 24 5385
4 17 5199
8 6 8849
18 13 2698
6 20 7496
13 8 8050
7 20 6682
16 14 4622
6 17 4499
25 1 4634
11 25 4078
16 7 4498
8 17 9413
16 17 3825
17 14 3845
8 6 9343
5 14 3207
9 1 181
4 19 2329
17 3 2371
4 6 9387
1 16 7444
8 7 1401
24 7 248
15 13 4877
19 21 5113
14 21 9082
8 3 8027
20 15 2735
15 19 1747
13 9 9389
13 6 1107
12 10 5919
24 23 2561
15 10 1991
1 19 8835
8 4 494
2 11 749
23 12 971
20 24 374
14 7 4342
24 8 9943
1 8 3724
16 20 5729
26 5 1238
22 26 7871
13 25 6216
25 6 8741
3 24 1952
2 14 471
1 8 8724
6 13 2037
24 26 943
13 6 2558
12 14 2347
24 4 2166
21 11 441
21 25 7130
4 7 6597
17 18 5677
19 8 3875
1 10 1799
26 11 78
20 19 8560
5 12 541
3 24 8440
13 3 688
19 6 3606
3 24 5610
19 6 5716
8 20 3179
14 11 6027
17 2 8751
1 11 3758
3 4 7055
1 9 885
19 18 1338
9 16 6202
2 21 7872
20 22 9254
24 13 9792
13 25 4875
23 14 7726
22 14 634
9 3 873
16 17 81
4 19 9419
1 22 7469
10 19 3490
5 11 380
20 16 1873
24 17 5993
25 9 5880
2 19 5535
3 15 7970
7 10 2718
5 25 4459
7 11 8894
17 23 9824
10 3 2709
15 10 4957
12 16 7219
22 2 1338
25 7 4727
11 19 3855
12 23 2642
10 26 7281
4 22 9597
20 10 5330
22 12 387
15 11 3660
7 1 8889
6 18 999
22 16 1264
1 5 9283
15 22 3239
2 9 8885
22 25 7571
22 24 127
19 4 9575
24 2 5185
20 15 2603
20 4 2520
20 16 7196
18 24 2838
15 12 1791
26 1 8918
3 7 6074
14 7 3513
11 21 7542
26 13 488
8 10 2774
5 19 82
19 5 1591
17 21 6454
9 23 1137
7 8 8695
20 4 4856
23 3 4825
16 21 793
10 18 7536
21 4 2080
2 17 7363
15 22 8630
10 2 3933
4 21 5389
6 11 1249
20 9 4746
13 18 4709
11 15 6348
3 22 6209
18 9 1001
9 26 8975
22 11 7951
13 9 230
9 12 5767
23 25 8545
21 22 8127
7 23 2551
15 3 1175
2 22 5511
5 23 2219
100 746
28 16 6
28 94 3055
94 96 2422
96 60 2068
60 43 87
43 16 967
29 81 1595
52 51 2965
36 40 1928
24 18 1155
68 1 5443
69 33 8817
58 35 9168
12 92 1389
70 58 5487
52 4 2874
17 72 1030
46 96 5312
17 80 1484
9 69 6366
22 24 2908
58 88 7401
23 26 5514
35 26 8883
80 51 3131
56 70 1205
32 90 4977
64 95 5250
52 33 6905
89 57 1295
8 94 9693
56 90 7563
11 52 7512
72 48 2288
56 91 9858
5 23 4566
44 42 5811
51 22 3738
14 34 8604
43 66 6859
95 53 1263
23 58 4655
91 50 2882
73 48 8796
92 11 8061
16 45 7449
68 33 269
20 14 1306
46 23 8632
38 54 7381
78 84 3819
35 72 2116
6 78 3314
4 3 6413
20 10 8242
33 23 4691
77 7 8718
53 78 9388
71 15 3191
47 54 3559
75 100 5295
60 88 2929
88 49 2572
96 23 2875
33 13 2987
78 71 7269
72 71 3169
73 26 1687
47 36 4876
21 52 5142
47 92 5599
28 51 2859
68 17 3856
9 97 6362
80 30 663
59 44 2459
40 82 4420
33 3 6948
69 21 6005
7 8 5983
53 3 3968
6 72 748
5 46 4287
25 16 5367
20 64 844
67 7 9115
27 65 8690
33 48 6352
45 2 3198
81 46 9936
85 21 1500
16 11 7791
74 55 6696
86 14 6239
31 10 8030
4 15 3322
63 74 7888
75 44 8705
32 95 8091
85 65 1313
50 14 2918
31 5 2167
45 49 5330
33 70 4433
33 59 4766
50 5 3803
16 83 6135
63 62 6281
98 55 5148
47 79 3980
42 94 4794
65 45 5356
18 53 3291
27 60 9421
3 65 5864
65 32 6228
40 12 7254
82 91 8163
71 75 7113
65 67 9617
46 87 4562
80 100 3139
58 88 9732
48 100 444
27 95 1341
89 71 8398
68 21 6729
62 89 7849
4 34 1
44 51 6447
2 48 5226
2 55 608
63 79 5187
33 10 578
98 75 817
90 96 7010
41 62 1722
26 72 2227
93 12 2172
37 32 7324
51 74 7251
8 30 6034
7 68 1921
84 23 7733
21 14 215
31 22 6258
8 94 3
90 37 5621
41 34 4896
66 94 4464
36 10 7200
20 32 9909
21 57 8667
57 33 1554
76 33 9586
91 7 5677
8 80 3008
91 88 7038
95 77 1498
26 83 4702
23 27 3177
11 45 1176
38 83 9960
34 6 9646
75 97 2860
26 97 5305
86 58 2127
14 61 3958
83 8 3180
84 83 5429
25 49 2250
17 68 7171
40 24 8150
46 12 9399
62 41 1268
91 39 6296
82 29 6131
80 100 5546
26 70 6573
15 49 4831
68 31 9026
49 79 6043
16 68 8355
76 77 2378
76 47 4235
17 18 9489
54 53 5107
87 44 7552
26 38 4565
49 32 704
50 84 575
1 40 6284
1 95 3538
5 56 7159
58 43 2187
23 61 5229
67 55 5337
21 13 8783
44 56 6471
69 17 8887
81 26 2666
57 100 3254
39 19 5723
12 13 9865
2 93 8671
49 26 3734
91 84 8008
98 25 4557
75 28 9736
81 98 2
92 30 7640
46 80 3084
91 92 3266
20 13 4029
32 42 5998
50 40 8985
70 62 8078
28 10 2360
82 86 2312
43 16 8824
46 10 6988
90 89 9477
22 85 7608
55 22 8290
88 44 5787
94 8 9761
61 42 2633
47 53 8635
34 89 8273
46 48 7117
41 98 2861
59 15 4735
39 85 570
18 54 8564
16 66 8882
28 68 1478
34 9 7855
58 32 3928
45 14 5285
54 20 7964
95 70 4936
83 94 1445
1 45 8478
75 2 6056
74 100 7360
10 70 5720
23 84 6454
90 50 2632
24 7 7487
77 17 7914
64 3 3743
67 60 7797
11 45 6077
100 28 2948
8 7 5047
6 17 262
14 40 9109
61 71 3443
78 79 5071
71 47 9444
75 68 2893
67 64 1040
44 28 9991
37 64 4552
46 26 9978
39 100 3610
81 65 875
78 45 6973
27 37 330
95 36 7090
82 14 4377
99 9 3083
30 25 8368
30 60 5597
24 37 9307
65 75 9931
64 65 5043
54 7 2314
31 37 3025
28 59 9254
24 80 374
28 51 1459
70 73 9330
8 14 1534
78 37 8739
21 29 9254
28 85 6093
45 54 3551
22 45 6046
53 15 941
22 46 5270
70 58 318
53 50 8327
59 94 9965
52 91 4683
75 16 2196
64 97 5543
93 80 8868
70 81 5792
70 95 4859
77 9 9984
14 59 551
64 96 2682
32 40 5086
82 93 6492
72 49 5676
64 96 1771
41 85 1446
46 79 7089
96 18 9903
84 69 792
97 80 2582
70 15 4622
11 69 7175
45 38 8642
27 77 6096
8 58 6380
39 68 9440
51 76 5352
77 20 3670
68 95 3580
21 33 7348
32 71 9247
78 81 6663
45 24 5065
48 37 6849
30 64 1094
90 70 6492
94 70 3071
10 63 7948
51 25 8315
1 61 5120
2 35 7187
44 84 9755
30 72 9888
90 86 9424
65 23 4254
15 37 347
81 64 7576
35 97 3201
85 30 4595
62 26 3893
48 21 7814
66 49 5373
70 85 4412
67 26 832
29 28 934
72 27 4876
15 53 1919
82 23 5036
96 60 2867
8 81 7244
98 9 1757
12 56 9362
97 63 6019
98 69 4119
18 41 2933
20 63 9599
84 75 6901
62 39 2501
60 28 9783
63 62 260
24 78 5878
92 17 7764
53 29 2537
69 34 1054
61 59 9975
1 46 994
10 40 1020
57 93 3507
63 38 2527
15 64 9642
55 2 161
16 21 8608
29 63 9507
96 30 3847
36 67 5016
71 80 7107
48 26 9384
69 29 2848
88 51 9156
51 92 290
90 1 3065
36 63 9954
53 16 309
31 42 6250
57 2 7645
39 50 1146
16 44 3632
46 89 9578
90 56 9460
1 55 2963
40 62 1875
8 14 1394
19 46 462
5 62 7064
81 15 3086
74 80 7157
16 38 6491
39 63 6690
62 89 4420
66 32 7336
46 41 7860
80 2 4176
20 41 3131
28 36 9372
10 8 4390
61 92 9213
88 77 1304
31 87 6227
59 71 4356
58 40 2647
9 36 7074
55 99 6883
18 89 8006
45 65 7617
79 5 1995
40 64 6352
49 61 8316
53 61 2718
6 26 8265
85 73 7782
8 94 4154
44 42 1440
77 19 2658
40 41 4413
4 28 1483
82 70 6879
31 100 9019
62 41 3854
50 60 6580
45 8 2131
71 60 5415
23 17 5115
17 85 9549
71 8 2782
14 37 7591
28 40 1254
64 86 4437
71 99 3639
12 32 2298
29 80 8947
23 11 3464
6 37 4189
64 65 2210
40 52 1354
93 9 2106
